,AUC,AUCcr,ACCURACYcr,BALANCED ACCURACYcr,Fcr,MCCcr,ALPHA,Algorithm
0,0.005854596295001735,-83.90298507462705,-0.9730671000696521,-41.70149253731353,0.0,-0.015087738849219698,0.9882908074099965,SVM
1,0.7537865548176628,0.5149202341329048,1.0,1.0,1.0,0.2557794810463191,0.49242689036467435,RF
2,0.7343294885238262,0.43312616532007464,1.0,1.0,1.0,0.2180631948660096,0.5313410229523476,LDA
