preds_list2[[1]]$genes,1,prob_logit,pred_logit,pred_logit_PR
LOC_Os11g47710,0,0.043740727,0,0
LOC_Os05g39390,0,0.969413435,1,1
LOC_Os02g28900,0,0.999899984,1,1
LOC_Os06g19610,0,0.832921379,1,0
LOC_Os02g39064,0,2.22e-16,0,0
LOC_Os06g15360,0,0.178019315,0,0
LOC_Os01g41990,0,2.63e-16,0,0
LOC_Os01g33050,0,0.076941695,0,0
LOC_Os05g41610,0,2.22e-16,0,0
LOC_Os05g47770,0,0.952041833,1,1
LOC_Os03g14690,0,0.799678639,1,0
LOC_Os10g40810,0,0.050646915,0,0
LOC_Os05g44990,1,0.965417542,1,1
LOC_Os09g25100,0,2.22e-16,0,0
LOC_Os05g34325,0,0.000299995,0,0
LOC_Os10g01390,0,0.184672747,0,0
LOC_Os01g51020,0,0.002986644,0,0
LOC_Os06g01980,0,0.999506428,1,1
LOC_Os02g53160,0,0.03049541,0,0
LOC_Os05g43910,0,0.0003,0,0
LOC_Os01g16200,0,2.22e-16,0,0
LOC_Os07g07320,0,0.341419145,0,0
LOC_Os07g03910,0,2.22e-16,0,0
LOC_Os02g05970,0,0.0001,0,0
LOC_Os02g42060,0,0.9998,1,1
LOC_Os02g37920,0,2.22e-16,0,0
LOC_Os10g17280,0,0.001091588,0,0
LOC_Os11g05370,0,0.00010026,0,0
LOC_Os05g08480,0,0.879395202,1,1
LOC_Os02g03580,0,0.13971022,0,0
LOC_Os08g06040,0,0.28907432,0,0
LOC_Os03g02030,0,0.978604808,1,1
LOC_Os03g39850,1,0.896063886,1,1
LOC_Os05g41100,0,2.22e-16,0,0
LOC_Os06g14510,1,0.166929399,0,0
LOC_Os11g18870,0,2.22e-16,0,0
LOC_Os04g41130,0,2.8e-05,0,0
LOC_Os05g02670,0,0.402207275,0,0
LOC_Os06g11240,0,0.897826532,1,1
LOC_Os06g46540,0,0.966841908,1,1
LOC_Os06g18010,0,0.956231979,1,1
LOC_Os01g64650,0,0.132883047,0,0
LOC_Os02g54770,0,0.012692529,0,0
LOC_Os09g33630,0,2.22e-16,0,0
LOC_Os08g23730,0,2.22e-16,0,0
LOC_Os06g19550,0,0.717938172,0,0
LOC_Os05g11980,0,0.254441139,0,0
LOC_Os07g03840,0,0.0001,0,0
LOC_Os02g27110,0,2.55e-16,0,0
LOC_Os04g40650,0,0.597684694,0,0
LOC_Os05g11790,0,0.041427896,0,0
LOC_Os03g08790,0,5.69e-05,0,0
LOC_Os06g15480,0,0.006210342,0,0
LOC_Os07g07550,0,0.018061873,0,0
LOC_Os01g08330,0,0.000200069,0,0
LOC_Os03g12290,1,1.0,1,1
LOC_Os03g22160,0,2.22e-16,0,0
LOC_Os03g17100,0,0.997686206,1,1
LOC_Os02g57770,0,0.995601638,1,1
LOC_Os02g37690,0,0.071273259,0,0
LOC_Os03g01170,0,0.0003,0,0
LOC_Os06g17020,0,1.0,1,1
LOC_Os02g14590,0,0.9964285,1,1
LOC_Os01g08780,0,0.032040034,0,0
LOC_Os01g11570,0,1.0,1,1
LOC_Os03g17070,1,1.0,1,1
LOC_Os07g34580,0,0.961876455,1,1
LOC_Os05g02140,0,0.000199973,0,0
LOC_Os08g16660,0,0.0001,0,0
LOC_Os03g15250,0,0.667216547,0,0
LOC_Os06g38340,0,2.22e-16,0,0
LOC_Os02g46130,0,0.357394036,0,0
LOC_Os12g31820,0,0.762216018,1,0
LOC_Os04g58800,0,0.014996318,0,0
LOC_Os03g14669,0,0.028241845,0,0
LOC_Os07g37320,0,2.22e-16,0,0
LOC_Os02g58090,0,0.063288203,0,0
LOC_Os09g24416,0,0.001252653,0,0
LOC_Os12g30540,0,0.003380993,0,0
LOC_Os07g34740,0,0.000288597,0,0
LOC_Os10g07290,0,0.000768302,0,0
LOC_Os06g01590,0,0.989211841,1,1
LOC_Os03g30420,0,0.363088345,0,0
LOC_Os01g69210,0,0.466682717,0,0
LOC_Os06g45120,0,0.585622962,0,0
LOC_Os11g10910,0,2.22e-16,0,0
LOC_Os02g19420,0,0.893701133,1,1
LOC_Os08g29040,0,0.868542541,1,1
LOC_Os03g61060,0,0.73465341,1,0
LOC_Os05g39610,0,0.289621384,0,0
LOC_Os04g30370,0,0.027863584,0,0
LOC_Os03g55050,0,0.996895662,1,1
LOC_Os05g51510,0,0.999105644,1,1
LOC_Os01g12560,0,0.319453149,0,0
LOC_Os03g55070,1,0.999901502,1,1
LOC_Os02g40510,0,0.188608476,0,0
LOC_Os06g36800,0,0.148959063,0,0
LOC_Os01g65010,0,0.003739849,0,0
LOC_Os04g55760,0,0.000101235,0,0
LOC_Os05g05220,0,0.990996802,1,1
LOC_Os02g38210,0,0.982792518,1,1
LOC_Os01g31800,0,0.320595938,0,0
LOC_Os02g19140,0,0.370509734,0,0
LOC_Os03g11900,0,0.0004,0,0
LOC_Os08g14210,0,1.0,1,1
LOC_Os02g05510,0,0.070186917,0,0
LOC_Os03g18180,0,0.163337011,0,0
LOC_Os12g38210,1,0.770448562,1,0
LOC_Os04g51460,1,0.894967025,1,1
LOC_Os02g03110,0,0.953330521,1,1
LOC_Os01g39110,0,0.0001,0,0
LOC_Os03g54040,0,0.191755979,0,0
LOC_Os08g36530,0,2.22e-16,0,0
LOC_Os02g11700,0,1.0,1,1
LOC_Os01g29150,0,0.311880899,0,0
LOC_Os04g16842,0,0.023383664,0,0
LOC_Os12g43670,0,0.001302955,0,0
LOC_Os03g19480,0,0.193586211,0,0
LOC_Os03g51240,0,2.22e-16,0,0
LOC_Os06g04900,0,0.7624475,1,0
LOC_Os01g72240,0,0.003180504,0,0
LOC_Os08g32085,0,0.32203652,0,0
LOC_Os02g57040,1,1.0,1,1
LOC_Os05g08410,0,0.620186842,0,0
LOC_Os01g49710,1,0.993409072,1,1
LOC_Os08g09340,0,0.102405519,0,0
LOC_Os02g14570,0,1.0,1,1
LOC_Os05g45880,0,0.210155224,0,0
LOC_Os04g16826,0,2.22e-16,0,0
LOC_Os07g03970,0,3.21e-16,0,0
LOC_Os10g08474,0,0.527732059,0,0
LOC_Os02g48000,0,0.571587867,0,0
LOC_Os09g10770,0,3.83e-15,0,0
LOC_Os09g38850,0,0.376479089,0,0
LOC_Os06g19530,0,0.994140692,1,1
LOC_Os10g39330,0,2.22e-16,0,0
LOC_Os04g25920,0,0.171387269,0,0
LOC_Os08g43550,0,0.80588641,1,0
LOC_Os02g08370,0,0.478917204,0,0
LOC_Os01g15480,0,0.736417736,1,0
LOC_Os12g43100,0,1.0,1,1
LOC_Os04g53170,0,0.971250059,1,1
LOC_Os06g44460,0,0.998316878,1,1
LOC_Os01g70140,0,0.977117688,1,1
LOC_Os01g71350,0,0.003439395,0,0
LOC_Os02g07840,0,0.090954997,0,0
LOC_Os04g15630,0,0.477422911,0,0
LOC_Os06g48180,0,0.995086419,1,1
LOC_Os01g72120,0,0.994962186,1,1
LOC_Os07g49520,0,1.0,1,1
LOC_Os06g11370,0,2.22e-16,0,0
LOC_Os04g46310,0,2.22e-16,0,0
LOC_Os07g09490,0,0.546127334,0,0
LOC_Os10g38640,0,1.0,1,1
LOC_Os01g40980,0,0.003203549,0,0
LOC_Os08g08060,0,1.0,1,1
LOC_Os07g44700,0,0.989944772,1,1
LOC_Os11g40890,0,0.566749932,0,0
LOC_Os03g30200,0,1.0,1,1
LOC_Os06g35940,0,3.25e-12,0,0
LOC_Os02g19880,0,0.017117585,0,0
LOC_Os12g01140,0,2.22e-16,0,0
LOC_Os01g49350,0,0.123035838,0,0
LOC_Os02g56540,0,0.005141839,0,0
LOC_Os05g08990,0,0.83134623,1,0
LOC_Os12g35350,0,0.003093565,0,0
LOC_Os02g36190,0,0.933682147,1,1
LOC_Os01g27240,0,0.298838784,0,0
LOC_Os11g28340,0,0.997261794,1,1
LOC_Os10g21344,0,2.22e-16,0,0
LOC_Os10g19160,0,2.22e-16,0,0
LOC_Os10g18510,0,1.0,1,1
LOC_Os03g24020,0,0.022096932,0,0
LOC_Os05g34540,0,0.000799975,0,0
LOC_Os04g56850,0,0.999276903,1,1
LOC_Os04g24750,0,2.22e-16,0,0
LOC_Os07g14820,0,2.22e-16,0,0
LOC_Os12g07780,0,2.22e-16,0,0
LOC_Os08g36540,0,0.013371628,0,0
LOC_Os03g62730,0,0.966443339,1,1
LOC_Os12g26940,0,0.009245985,0,0
LOC_Os01g64730,0,0.888869909,1,1
LOC_Os08g23720,0,2.22e-16,0,0
LOC_Os05g31110,0,0.000647574,0,0
LOC_Os10g34040,0,0.021165347,0,0
LOC_Os06g20140,0,0.091774297,0,0
LOC_Os03g55930,0,2.22e-16,0,0
LOC_Os02g42280,0,0.999996282,1,1
LOC_Os05g37390,0,0.0403083,0,0
LOC_Os09g06499,0,0.632623004,0,0
LOC_Os09g27980,0,0.000200001,0,0
LOC_Os07g31290,0,0.976098172,1,1
LOC_Os09g24200,0,0.972319175,1,1
LOC_Os06g06300,0,0.012675062,0,0
LOC_Os01g72140,1,0.995318302,1,1
LOC_Os10g34020,0,0.981524337,1,1
LOC_Os09g36830,0,2.22e-16,0,0
LOC_Os01g72880,0,0.001047506,0,0
LOC_Os10g38660,0,0.999999523,1,1
LOC_Os07g14490,0,0.976715926,1,1
LOC_Os11g01140,0,2.22e-16,0,0
LOC_Os01g04950,0,0.862826051,1,1
LOC_Os02g12450,0,0.002010984,0,0
LOC_Os04g16744,0,0.000874237,0,0
LOC_Os02g04270,0,2.22e-16,0,0
LOC_Os01g16520,0,0.998298243,1,1
LOC_Os09g36900,0,0.0003,0,0
LOC_Os09g24412,0,0.002094419,0,0
LOC_Os04g55480,0,0.010016411,0,0
LOC_Os01g33110,0,2.22e-16,0,0
LOC_Os05g44970,0,0.220456109,0,0
LOC_Os01g72700,0,2.43e-16,0,0
LOC_Os03g14520,0,0.045214948,0,0
LOC_Os01g45110,0,1.0,1,1
LOC_Os06g46670,0,0.40735624,0,0
LOC_Os02g49050,0,0.111093196,0,0
LOC_Os07g29750,0,1.0,1,1
LOC_Os11g07170,0,0.000400142,0,0
LOC_Os03g62480,0,1.0,1,1
LOC_Os04g44710,0,0.002654148,0,0
LOC_Os07g23200,0,2.22e-16,0,0
LOC_Os12g18110,0,0.002283468,0,0
LOC_Os02g13780,0,2.22e-16,0,0
LOC_Os10g38540,0,0.992372448,1,1
LOC_Os07g46640,0,0.014162205,0,0
LOC_Os03g01800,0,0.698793,0,0
LOC_Os08g05590,0,0.622682481,0,0
LOC_Os04g51450,0,0.999053335,1,1
LOC_Os12g44090,0,0.0001,0,0
LOC_Os01g21850,0,0.036646129,0,0
LOC_Os06g30320,0,0.054259195,0,0
LOC_Os04g33690,0,0.012276926,0,0
LOC_Os05g12450,0,1.0,1,1
LOC_Os10g05490,0,0.004437765,0,0
LOC_Os03g03670,0,0.00060069,0,0
LOC_Os12g41090,0,2.22e-16,0,0
LOC_Os01g55440,0,2.22e-16,0,0
LOC_Os06g20110,0,2.56e-16,0,0
LOC_Os02g27310,0,0.002789353,0,0
LOC_Os03g52340,0,0.000100001,0,0
LOC_Os03g56970,0,0.099376841,0,0
LOC_Os03g18840,0,0.309834713,0,0
LOC_Os01g56310,0,0.222571037,0,0
LOC_Os01g08100,0,0.998654492,1,1
LOC_Os02g40830,1,1.0,1,1
LOC_Os08g32960,0,0.294548404,0,0
LOC_Os01g72510,0,0.049138219,0,0
LOC_Os04g38220,0,2.06e-14,0,0
LOC_Os11g06780,0,0.012761695,0,0
LOC_Os04g30160,0,0.016196958,0,0
LOC_Os06g45900,0,0.900147153,1,1
LOC_Os04g25440,0,0.962624231,1,1
LOC_Os07g30620,0,1.0,1,1
LOC_Os05g28190,0,0.603635666,0,0
LOC_Os08g32080,0,0.983237007,1,1
LOC_Os05g26820,0,2.22e-16,0,0
LOC_Os09g25570,0,0.0001,0,0
LOC_Os12g03990,0,0.9999,1,1
LOC_Os12g17880,0,1.0,1,1
LOC_Os08g37960,0,0.774030061,1,0
LOC_Os06g44880,0,0.001287901,0,0
LOC_Os02g39090,0,2.22e-16,0,0
LOC_Os07g22600,1,0.997598461,1,1
LOC_Os11g43740,0,0.563628508,0,0
LOC_Os05g31780,0,0.491519091,0,0
LOC_Os04g32660,0,0.678093687,0,0
LOC_Os01g67054,0,0.990643554,1,1
LOC_Os12g01530,0,0.028093292,0,0
LOC_Os03g14210,0,2.22e-16,0,0
LOC_Os02g51470,0,0.0002,0,0
LOC_Os09g32532,0,0.045250355,0,0
LOC_Os10g38350,0,0.999699999,1,1
LOC_Os04g11830,0,0.685221357,0,0
LOC_Os12g25700,0,0.983068816,1,1
LOC_Os04g52130,0,0.999400007,1,1
LOC_Os08g34950,0,0.020817498,0,0
LOC_Os03g16000,0,2.22e-16,0,0
LOC_Os03g49800,0,0.205345807,0,0
LOC_Os02g42160,0,0.0002,0,0
LOC_Os03g42320,0,0.035873824,0,0
LOC_Os11g12460,0,0.016925517,0,0
LOC_Os11g48030,0,2.22e-16,0,0
LOC_Os08g15266,0,0.001499917,0,0
LOC_Os08g07200,0,0.734456636,1,0
LOC_Os04g37570,0,0.000399961,0,0
LOC_Os10g33690,0,1.0,1,1
LOC_Os05g34770,0,0.840810983,1,1
LOC_Os10g36848,0,0.023739202,0,0
LOC_Os10g31000,0,0.000916612,0,0
LOC_Os02g57630,0,0.967590032,1,1
LOC_Os02g10140,0,0.447957398,0,0
LOC_Os04g09920,0,0.82402221,1,0
LOC_Os03g05470,0,0.0001,0,0
LOC_Os02g53200,0,2.22e-16,0,0
LOC_Os04g48520,0,0.337488747,0,0
LOC_Os08g42560,0,0.92435245,1,1
LOC_Os05g19630,0,0.053716956,0,0
LOC_Os03g53340,0,0.994955803,1,1
LOC_Os05g50180,1,0.9947639,1,1
LOC_Os12g08270,0,0.995259363,1,1
LOC_Os07g41090,0,0.000306994,0,0
LOC_Os11g04670,0,0.037008829,0,0
LOC_Os10g38610,0,0.999697596,1,1
LOC_Os07g33921,0,0.125666233,0,0
LOC_Os05g28180,0,0.001261139,0,0
LOC_Os03g18520,0,1.78e-14,0,0
LOC_Os05g06840,0,0.999086561,1,1
LOC_Os03g20230,0,2.22e-16,0,0
LOC_Os01g71380,0,2.22e-16,0,0
LOC_Os09g31970,0,0.574474046,0,0
LOC_Os06g38980,0,0.000796018,0,0
LOC_Os02g03620,0,0.424448262,0,0
LOC_Os04g35190,0,0.121964892,0,0
LOC_Os02g54690,0,0.290288969,0,0
LOC_Os03g55040,0,0.492142742,0,0
LOC_Os09g38380,0,0.764141698,1,0
LOC_Os03g11020,0,2.22e-16,0,0
LOC_Os02g09200,0,0.222761854,0,0
LOC_Os07g29410,0,0.573896092,0,0
LOC_Os05g39530,0,0.026075516,0,0
LOC_Os10g29540,0,0.005785167,0,0
LOC_Os12g41956,0,0.0002,0,0
LOC_Os12g08730,0,1.0,1,1
LOC_Os12g40450,0,0.010718863,0,0
LOC_Os07g46160,0,0.0001,0,0
LOC_Os08g09940,1,0.010830296,0,0
LOC_Os03g63410,0,0.985976531,1,1
LOC_Os05g13620,0,0.267928079,0,0
LOC_Os01g72130,0,1.0,1,1
LOC_Os07g46630,0,0.990944445,1,1
LOC_Os03g16500,0,2.22e-16,0,0
LOC_Os12g30300,0,0.792014877,1,0
LOC_Os06g11860,0,1.0,1,1
LOC_Os12g41220,0,0.658831201,0,0
LOC_Os02g40180,0,2.22e-16,0,0
LOC_Os06g48355,0,0.006110453,0,0
LOC_Os10g07270,0,2.22e-16,0,0
LOC_Os09g38700,0,0.000231166,0,0
LOC_Os09g39780,0,1.0,1,1
LOC_Os09g25090,0,2.22e-16,0,0
LOC_Os07g38800,0,0.000501258,0,0
LOC_Os04g33970,0,1.0,1,1
LOC_Os08g31460,0,0.000200015,0,0
LOC_Os07g28480,0,1.0,1,1
LOC_Os07g12830,0,0.401339628,0,0
LOC_Os08g34190,0,0.999299861,1,1
LOC_Os12g28590,0,1.0,1,1
LOC_Os08g19160,0,0.353552964,0,0
LOC_Os10g22310,0,0.99950008,1,1
LOC_Os04g45950,0,0.981697213,1,1
LOC_Os04g55800,0,0.437270893,0,0
LOC_Os07g38810,0,0.218192575,0,0
LOC_Os01g37760,0,0.001403196,0,0
LOC_Os02g03400,0,0.161404075,0,0
LOC_Os10g38730,0,0.999800001,1,1
LOC_Os07g25024,0,0.001160956,0,0
LOC_Os01g57946,0,0.000244569,0,0
LOC_Os12g44190,1,1.0,1,1
LOC_Os05g25640,0,0.069155389,0,0
LOC_Os06g05050,0,2.22e-16,0,0
LOC_Os03g28300,0,0.994190296,1,1
LOC_Os02g50330,0,0.000401923,0,0
LOC_Os07g38300,0,0.9997,1,1
LOC_Os04g25380,0,0.998317391,1,1
LOC_Os06g39960,0,0.000497315,0,0
LOC_Os01g55799,0,0.00504533,0,0
LOC_Os06g39240,0,0.691443805,0,0
LOC_Os12g13030,0,2.22e-16,0,0
LOC_Os11g07140,0,2.22e-16,0,0
LOC_Os05g51530,0,0.801736974,1,0
LOC_Os09g20090,0,1.0,1,1
LOC_Os10g11200,0,0.064555551,0,0
LOC_Os06g15420,0,0.218365294,0,0
LOC_Os03g60960,0,0.996447944,1,1
LOC_Os01g70380,0,0.645372016,0,0
LOC_Os06g18140,1,0.999424307,1,1
LOC_Os01g42250,0,0.283498393,0,0
LOC_Os01g54080,0,0.606173605,0,0
LOC_Os02g01010,0,0.056422548,0,0
LOC_Os04g46190,0,2.22e-16,0,0
LOC_Os01g14610,0,0.956264923,1,1
LOC_Os06g22560,0,0.026241034,0,0
LOC_Os05g51220,0,2.22e-16,0,0
LOC_Os11g36160,0,2.22e-16,0,0
LOC_Os04g36054,0,1.0,1,1
LOC_Os01g74000,0,0.998355464,1,1
LOC_Os02g32590,0,0.801508258,1,0
LOC_Os01g27160,0,0.0001,0,0
LOC_Os12g41962,0,0.990124294,1,1
LOC_Os05g03130,0,2.22e-16,0,0
LOC_Os01g17330,0,0.013946888,0,0
LOC_Os07g32020,0,1.0,1,1
LOC_Os04g46890,0,0.005430091,0,0
LOC_Os09g34010,0,0.999900007,1,1
LOC_Os01g61190,0,2.22e-16,0,0
LOC_Os03g43410,0,0.926189372,1,1
LOC_Os04g35060,0,0.087863389,0,0
LOC_Os03g60939,0,0.515047632,0,0
LOC_Os03g61920,0,0.165619472,0,0
LOC_Os04g09800,0,0.065696909,0,0
LOC_Os09g38030,1,0.306382823,0,0
LOC_Os05g45090,0,1.0,1,1
LOC_Os07g06470,0,0.008622428,0,0
LOC_Os08g31830,0,0.629037995,0,0
LOC_Os03g37080,0,0.012014547,0,0
LOC_Os08g42980,0,0.002103664,0,0
LOC_Os05g36090,0,0.00484932,0,0
LOC_Os07g43730,0,0.00312045,0,0
LOC_Os11g26850,1,0.928837182,1,1
LOC_Os09g37890,0,0.000522887,0,0
LOC_Os06g41560,0,0.002700445,0,0
LOC_Os07g32460,0,2.22e-16,0,0
LOC_Os01g59930,0,0.001310637,0,0
LOC_Os10g10990,0,2.22e-16,0,0
LOC_Os05g19040,0,0.016801959,0,0
LOC_Os05g07030,0,0.023213601,0,0
LOC_Os01g53750,0,2.22e-16,0,0
LOC_Os02g33000,0,2.22e-16,0,0
LOC_Os07g30610,0,0.99999999,1,1
LOC_Os07g49230,0,0.425294885,0,0
LOC_Os05g44180,0,0.0002,0,0
LOC_Os02g10740,0,0.0002,0,0
LOC_Os01g70300,0,0.420429185,0,0
LOC_Os07g33630,0,0.371173708,0,0
LOC_Os03g10780,0,0.223462694,0,0
LOC_Os02g08010,0,0.008571623,0,0
LOC_Os11g07100,0,2.22e-16,0,0
LOC_Os01g13770,0,0.738462047,1,0
LOC_Os03g13370,0,0.999743065,1,1
LOC_Os09g03680,0,2.22e-16,0,0
LOC_Os02g03550,0,0.996500573,1,1
LOC_Os10g08319,1,0.971086616,1,1
LOC_Os07g37580,0,0.158754554,0,0
LOC_Os12g41950,0,0.999700003,1,1
LOC_Os08g15270,0,0.012825591,0,0
LOC_Os09g30414,0,0.0001,0,0
LOC_Os01g02290,0,0.005182042,0,0
LOC_Os06g39880,0,0.9994,1,1
LOC_Os10g38630,0,1.0,1,1
LOC_Os05g02300,0,1.0,1,1
LOC_Os07g38930,0,2.22e-16,0,0
LOC_Os03g46090,0,0.122974945,0,0
LOC_Os06g38650,0,2.22e-16,0,0
LOC_Os03g60650,0,0.998503097,1,1
LOC_Os11g15190,0,0.00220972,0,0
LOC_Os04g34360,0,5.67e-13,0,0
LOC_Os02g09510,0,1.0,1,1
LOC_Os02g11110,0,0.983636253,1,1
LOC_Os02g49950,0,0.0001,0,0
LOC_Os04g57790,0,0.906102072,1,1
LOC_Os10g38489,0,1.0,1,1
LOC_Os06g30500,0,0.9994,1,1
LOC_Os12g01040,0,2.22e-16,0,0
LOC_Os10g38470,1,1.0,1,1
LOC_Os04g50850,0,2.22e-16,0,0
LOC_Os02g01180,0,0.186116349,0,0
LOC_Os10g17489,1,1.0,1,1
LOC_Os02g53140,0,2.22e-16,0,0
LOC_Os12g42370,0,0.22416676,0,0
LOC_Os02g07980,0,0.960447275,1,1
LOC_Os09g30510,0,0.999899999,1,1
LOC_Os09g37120,0,0.787164461,1,0
LOC_Os05g32310,0,1.0,1,1
LOC_Os10g42670,1,0.999162933,1,1
LOC_Os11g26160,0,0.381354498,0,0
LOC_Os01g70880,0,0.130217259,0,0
LOC_Os04g57390,0,0.009472446,0,0
LOC_Os10g33640,0,0.005424668,0,0
LOC_Os12g04440,0,0.058010741,0,0
LOC_Os03g27190,0,0.012285201,0,0
LOC_Os04g57380,0,0.220562547,0,0
LOC_Os12g04220,0,0.24415965,0,0
LOC_Os08g01830,0,0.036329031,0,0
LOC_Os03g56130,0,2.22e-16,0,0
LOC_Os08g06630,0,1.0,1,1
LOC_Os01g71400,0,2.22e-16,0,0
LOC_Os12g09000,0,0.009718922,0,0
LOC_Os02g35140,0,0.999458401,1,1
LOC_Os10g34750,0,0.993279665,1,1
LOC_Os02g46850,0,1.0,1,1
LOC_Os03g12950,0,2.22e-16,0,0
LOC_Os03g45170,0,0.38237076,0,0
LOC_Os12g06810,0,0.000100009,0,0
LOC_Os03g22890,0,0.096063451,0,0
LOC_Os11g07250,0,2.22e-16,0,0
LOC_Os09g37949,0,0.502321362,0,0
LOC_Os07g10400,0,2.22e-16,0,0
LOC_Os04g18010,0,0.023412495,0,0
LOC_Os12g40780,0,0.0002,0,0
LOC_Os11g03860,0,0.995844147,1,1
LOC_Os02g12440,0,2.22e-16,0,0
LOC_Os06g47130,0,0.904439925,1,1
LOC_Os03g06900,0,0.019288937,0,0
LOC_Os04g04980,0,1.0,1,1
LOC_Os07g39900,0,0.959006311,1,1
LOC_Os12g06520,0,0.976845369,1,1
LOC_Os05g38230,0,0.726334445,0,0
LOC_Os11g44860,0,0.996139257,1,1
LOC_Os01g55310,0,0.011209185,0,0
LOC_Os12g36720,0,2.22e-16,0,0
LOC_Os04g12980,0,0.901417453,1,1
LOC_Os03g09980,1,0.987201287,1,1
LOC_Os01g62880,0,0.987852911,1,1
LOC_Os08g38130,0,1.0,1,1
LOC_Os06g30830,0,0.286836754,0,0
LOC_Os03g04190,0,0.995618273,1,1
LOC_Os10g38780,0,0.026955181,0,0
LOC_Os11g25980,0,1.0,1,1
LOC_Os11g47820,0,0.001311571,0,0
LOC_Os08g34170,0,0.577803825,0,0
LOC_Os08g23150,0,0.991195598,1,1
LOC_Os04g47690,0,0.016015969,0,0
LOC_Os06g31210,0,0.001210853,0,0
LOC_Os03g56160,0,0.000503728,0,0
LOC_Os03g47770,0,0.063752855,0,0
LOC_Os12g43620,0,1.0,1,1
LOC_Os04g36810,0,0.9999,1,1
LOC_Os05g46230,0,0.233629215,0,0
LOC_Os02g50830,0,0.388385649,0,0
LOC_Os02g06910,0,0.576920176,0,0
LOC_Os01g10590,0,0.284594311,0,0
LOC_Os02g34080,0,0.03195663,0,0
LOC_Os03g06460,0,0.954990447,1,1
LOC_Os07g36254,0,0.972639102,1,1
LOC_Os08g25590,0,0.0001,0,0
LOC_Os07g22700,0,0.863037117,1,1
LOC_Os01g43390,0,0.723950941,0,0
LOC_Os06g30060,0,0.996193237,1,1
LOC_Os11g11890,0,0.004660546,0,0
LOC_Os03g63690,0,0.971211317,1,1
LOC_Os01g72205,0,0.00707434,0,0
LOC_Os07g47550,0,1.0,1,1
LOC_Os03g25490,0,0.023122372,0,0
LOC_Os09g25540,0,2.22e-16,0,0
LOC_Os10g39840,0,0.320987659,0,0
LOC_Os06g43304,0,0.00160167,0,0
LOC_Os02g11130,0,1.0,1,1
LOC_Os04g44240,0,1.0,1,1
LOC_Os05g39080,0,0.08655262,0,0
LOC_Os01g09000,0,0.399126675,0,0
LOC_Os10g40570,0,0.911734598,1,1
LOC_Os02g13830,0,0.001226813,0,0
LOC_Os03g53920,0,0.88694782,1,1
LOC_Os05g24594,0,0.043357646,0,0
LOC_Os03g39020,0,0.865070188,1,1
LOC_Os11g34305,0,0.925866171,1,1
LOC_Os04g53770,0,0.889034774,1,1
LOC_Os01g08440,0,0.897505264,1,1
LOC_Os01g02120,0,0.240066887,0,0
LOC_Os02g10510,1,1.0,1,1
LOC_Os06g38590,0,2.22e-16,0,0
LOC_Os06g01260,0,0.347015976,0,0
LOC_Os04g25970,0,0.9972282,1,1
LOC_Os07g36250,0,0.0004,0,0
LOC_Os07g32040,0,0.015766343,0,0
LOC_Os03g25460,0,0.016642775,0,0
LOC_Os10g38720,0,1.0,1,1
LOC_Os02g03294,0,0.148123931,0,0
LOC_Os09g23140,0,0.104812115,0,0
LOC_Os12g37070,0,0.000100001,0,0
LOC_Os12g19090,0,0.963540408,1,1
LOC_Os03g49550,0,0.933952678,1,1
LOC_Os12g26470,0,2.22e-16,0,0
LOC_Os08g10450,0,0.120833067,0,0
LOC_Os08g08080,0,0.015519282,0,0
LOC_Os09g19954,0,0.001138657,0,0
LOC_Os06g10520,0,0.877789617,1,1
LOC_Os12g02130,0,0.935442411,1,1
LOC_Os05g46040,0,0.398539852,0,0
LOC_Os03g50450,0,0.009276896,0,0
LOC_Os09g29584,0,0.246625805,0,0
LOC_Os06g34020,0,2.22e-16,0,0
LOC_Os07g04850,0,2.22e-16,0,0
LOC_Os08g13420,0,0.000505749,0,0
LOC_Os06g11920,0,0.001178389,0,0
LOC_Os06g04270,0,1.0,1,1
LOC_Os11g36030,0,0.037009636,0,0
LOC_Os03g04250,0,0.000100001,0,0
LOC_Os04g14790,0,0.359250525,0,0
LOC_Os10g38600,0,1.0,1,1
LOC_Os04g58910,0,2.22e-16,0,0
LOC_Os03g58720,0,0.017654804,0,0
LOC_Os06g39070,0,1.0,1,1
LOC_Os03g26090,0,0.314882163,0,0
LOC_Os09g32810,0,0.609003974,0,0
LOC_Os04g55410,0,1.0,1,1
LOC_Os03g16430,0,0.80023488,1,0
LOC_Os04g57520,0,0.016056092,0,0
LOC_Os05g24970,0,0.928509926,1,1
LOC_Os01g57100,0,0.858789694,1,1
LOC_Os07g22534,0,2.22e-16,0,0
LOC_Os07g30690,0,0.9999,1,1
LOC_Os10g39310,0,2.35e-16,0,0
LOC_Os03g53110,0,0.047161633,0,0
LOC_Os03g09970,0,0.993084368,1,1
LOC_Os04g48410,0,0.293913867,0,0
LOC_Os08g06550,0,0.011353249,0,0
LOC_Os05g13650,0,0.317587985,0,0
LOC_Os04g12900,0,0.670908406,0,0
LOC_Os08g10430,0,0.000317564,0,0
LOC_Os10g38340,0,1.0,1,1
LOC_Os11g26130,0,2.22e-16,0,0
LOC_Os02g19150,0,0.014296527,0,0
LOC_Os07g46990,0,1.0,1,1
LOC_Os06g01210,0,0.295247073,0,0
LOC_Os02g29040,0,2.22e-16,0,0
LOC_Os04g16772,0,0.29466389,0,0
LOC_Os08g10570,0,0.891038289,1,1
LOC_Os01g58680,0,0.972336224,1,1
