preds_list2[[1]]$genes,1,prob_logit,pred_logit,pred_logit_PR
LOC_Os03g11120,0,0.206764924,0,0
LOC_Os04g01300,0,2.22e-16,0,0
LOC_Os02g42585,0,0.427679229,0,0
LOC_Os09g12660,0,0.159017435,0,0
LOC_Os03g31480,0,0.99989995,1,1
LOC_Os06g08005,0,0.107233271,0,0
LOC_Os03g11990,0,0.996713508,1,1
LOC_Os02g38710,0,0.001936101,0,0
LOC_Os01g53150,0,0.345686552,0,0
LOC_Os01g58740,0,0.06564173,0,0
LOC_Os02g57510,0,0.001164301,0,0
LOC_Os08g39460,0,2.22e-16,0,0
LOC_Os02g47320,0,0.000598663,0,0
LOC_Os01g65590,0,0.39009934,0,0
LOC_Os09g23530,0,1.0,1,1
LOC_Os01g56420,0,0.189612531,0,0
LOC_Os07g44180,0,0.606222191,0,0
LOC_Os11g08670,0,0.506791162,0,0
LOC_Os02g27940,0,0.713099386,0,0
LOC_Os02g42950,0,0.000140372,0,0
LOC_Os01g66570,0,2.22e-16,0,0
LOC_Os03g20570,0,2.35e-16,0,0
LOC_Os01g11280,0,0.039262132,0,0
LOC_Os03g50880,0,0.999899996,1,1
LOC_Os09g23110,0,1.53e-13,0,0
LOC_Os04g53920,0,1.0,1,1
LOC_Os08g14070,0,1.0,1,1
LOC_Os07g38960,0,0.194599799,0,0
LOC_Os04g54850,0,0.000499659,0,0
LOC_Os04g45290,0,1.0,1,1
LOC_Os02g32110,0,4.81e-11,0,0
LOC_Os01g64680,0,0.999267068,1,1
LOC_Os09g12750,0,2.51e-15,0,0
LOC_Os12g01260,0,0.534564157,0,0
LOC_Os02g48350,0,0.765164701,1,0
LOC_Os07g48370,0,0.9785424,1,1
LOC_Os03g04470,0,0.154365216,0,0
LOC_Os03g18160,0,2.22e-16,0,0
LOC_Os01g72230,0,1.0,1,1
LOC_Os09g19900,0,0.356355594,0,0
LOC_Os04g59540,0,0.134116881,0,0
LOC_Os02g11960,0,2.78e-16,0,0
LOC_Os04g44840,0,0.184888294,0,0
LOC_Os07g42490,0,0.643123284,0,0
LOC_Os07g04840,0,0.323099853,0,0
LOC_Os12g34108,0,0.959311877,1,1
LOC_Os03g55420,0,1.0,1,1
LOC_Os09g39490,0,0.036897596,0,0
LOC_Os03g25770,0,0.011209879,0,0
LOC_Os01g31810,0,0.002184082,0,0
LOC_Os01g03950,0,2.22e-16,0,0
LOC_Os10g25680,0,0.373372697,0,0
LOC_Os01g65580,0,0.004760581,0,0
LOC_Os07g32530,0,0.003581549,0,0
LOC_Os10g42630,0,2.22e-16,0,0
LOC_Os02g41630,1,1.0,1,1
LOC_Os01g20110,0,0.000100001,0,0
LOC_Os01g65500,0,0.018635943,0,0
LOC_Os10g41940,0,2.86e-13,0,0
LOC_Os10g28520,0,0.000596981,0,0
LOC_Os07g38750,0,0.884450877,1,1
LOC_Os02g05490,0,0.000491962,0,0
LOC_Os11g36719,1,0.016679953,0,0
LOC_Os01g07740,0,2.22e-16,0,0
LOC_Os05g38140,0,0.092735666,0,0
LOC_Os02g16640,0,2.22e-16,0,0
LOC_Os01g21034,0,0.001795295,0,0
LOC_Os07g09140,0,0.07921593,0,0
LOC_Os05g05280,0,0.999099692,1,1
LOC_Os03g07530,0,0.99224122,1,1
LOC_Os01g38840,0,0.976647869,1,1
LOC_Os04g30770,0,0.982253658,1,1
LOC_Os01g59819,0,0.008880282,0,0
LOC_Os01g03050,0,2.22e-16,0,0
LOC_Os01g66010,0,0.546109432,0,0
LOC_Os09g24820,0,0.3014148,0,0
LOC_Os08g33430,0,0.00010156,0,0
LOC_Os11g07480,0,0.000934477,0,0
LOC_Os01g70940,0,3.97e-16,0,0
LOC_Os03g28090,0,0.000698525,0,0
LOC_Os11g05556,0,2.25e-13,0,0
LOC_Os04g39840,0,0.546265486,0,0
LOC_Os12g34524,0,0.06661061,0,0
LOC_Os02g02860,0,0.0513333,0,0
LOC_Os07g46410,0,1.0,1,1
LOC_Os01g70220,0,2.22e-16,0,0
LOC_Os04g57560,0,0.981740756,1,1
LOC_Os03g17120,0,0.999014201,1,1
LOC_Os10g20090,0,0.999905147,1,1
LOC_Os11g04740,0,2.44e-16,0,0
LOC_Os02g58500,0,0.00129994,0,0
LOC_Os05g36360,0,0.980389553,1,1
LOC_Os01g53680,0,1.0,1,1
LOC_Os02g30180,0,0.000400553,0,0
LOC_Os03g48471,0,2.22e-16,0,0
LOC_Os05g01110,0,2.47e-16,0,0
LOC_Os02g25910,0,0.037695911,0,0
LOC_Os01g60260,0,0.919053179,1,1
LOC_Os02g52130,0,2.22e-16,0,0
LOC_Os12g03530,0,0.000749898,0,0
LOC_Os02g16940,0,0.976762166,1,1
LOC_Os10g41200,0,0.157789037,0,0
LOC_Os03g12360,0,0.584560061,0,0
LOC_Os02g49332,0,0.584261155,0,0
LOC_Os09g35870,0,0.626598409,0,0
LOC_Os12g32650,0,0.312651227,0,0
LOC_Os08g10560,0,0.008061356,0,0
LOC_Os05g05840,0,2.22e-16,0,0
LOC_Os09g14520,0,0.029924968,0,0
LOC_Os03g38050,0,0.970922721,1,1
LOC_Os04g42420,0,0.000100002,0,0
LOC_Os06g44230,0,0.934446273,1,1
LOC_Os01g62660,0,0.002005209,0,0
LOC_Os01g27700,0,1.0,1,1
LOC_Os10g05020,0,1.0,1,1
LOC_Os03g53950,0,0.005821275,0,0
LOC_Os01g65460,0,4.74e-15,0,0
LOC_Os02g29530,0,0.500837153,0,0
LOC_Os01g05744,0,0.971404074,1,1
LOC_Os06g38950,0,0.049259585,0,0
LOC_Os01g73980,0,0.038709307,0,0
LOC_Os08g17390,0,0.000530347,0,0
LOC_Os12g12720,0,0.005840392,0,0
LOC_Os01g34970,0,0.629990833,0,0
LOC_Os03g42020,0,0.055755136,0,0
LOC_Os03g31630,0,0.99253926,1,1
LOC_Os06g01370,0,1.21e-13,0,0
LOC_Os10g40070,0,0.991048585,1,1
LOC_Os03g47010,0,0.006193406,0,0
LOC_Os05g35594,0,0.98419988,1,1
LOC_Os10g37210,0,0.000303943,0,0
LOC_Os08g42350,0,0.912077884,1,1
LOC_Os03g03930,0,2.22e-16,0,0
LOC_Os06g38130,0,2.22e-16,0,0
LOC_Os05g04690,0,1.0,1,1
LOC_Os02g01890,0,0.998795887,1,1
LOC_Os10g40740,0,0.000100004,0,0
LOC_Os10g28020,0,0.973161398,1,1
LOC_Os01g37510,0,2.62e-07,0,0
LOC_Os07g48130,0,0.000807681,0,0
LOC_Os11g01439,0,2.22e-16,0,0
LOC_Os11g17970,0,0.436884191,0,0
LOC_Os11g02570,0,0.473559208,0,0
LOC_Os12g04520,0,0.000300026,0,0
LOC_Os12g37920,0,2.22e-16,0,0
LOC_Os11g34270,0,0.00039888,0,0
LOC_Os08g14460,0,0.018923295,0,0
LOC_Os07g41680,0,0.143140217,0,0
LOC_Os04g47680,0,1.0,1,1
LOC_Os01g53620,0,0.000372238,0,0
LOC_Os03g07600,0,2.22e-16,0,0
LOC_Os08g01840,0,6.67e-13,0,0
LOC_Os06g23980,0,2.98e-07,0,0
LOC_Os11g39160,0,0.000100036,0,0
LOC_Os10g42710,0,0.168106259,0,0
LOC_Os03g25820,0,0.999803312,1,1
LOC_Os03g15660,0,1.3e-13,0,0
LOC_Os03g06880,0,0.050481438,0,0
LOC_Os11g18366,0,0.174723252,0,0
LOC_Os03g10880,0,0.85436117,1,1
LOC_Os02g51080,0,0.817540313,1,0
LOC_Os02g44080,0,0.224141065,0,0
LOC_Os07g25430,0,3.51e-15,0,0
LOC_Os01g54100,0,2.22e-16,0,0
LOC_Os03g30934,0,0.902571645,1,1
LOC_Os06g42770,0,2.6e-16,0,0
LOC_Os02g05680,0,0.000145719,0,0
LOC_Os08g34910,0,0.00368545,0,0
LOC_Os12g44380,0,0.900944842,1,1
LOC_Os08g39370,0,0.057195782,0,0
LOC_Os12g09700,0,0.002255799,0,0
LOC_Os02g41710,0,0.995188126,1,1
LOC_Os03g54870,0,2.22e-16,0,0
LOC_Os03g05840,0,0.444130997,0,0
LOC_Os05g07080,0,2.22e-16,0,0
LOC_Os04g04800,0,0.994920522,1,1
LOC_Os05g27010,0,0.968727821,1,1
LOC_Os12g19430,0,0.022591689,0,0
LOC_Os11g37950,0,0.003905487,0,0
LOC_Os01g48190,0,2.49e-10,0,0
LOC_Os05g03050,0,0.004949484,0,0
LOC_Os10g21264,0,9.79e-12,0,0
LOC_Os09g36930,0,0.022683664,0,0
LOC_Os06g34120,0,0.995412197,1,1
LOC_Os09g20550,0,0.013276174,0,0
LOC_Os04g50760,0,0.023528002,0,0
LOC_Os04g46400,0,0.537416553,0,0
LOC_Os05g06120,0,0.779474154,1,0
LOC_Os04g32540,0,0.001305968,0,0
LOC_Os06g51050,0,0.03439302,0,0
LOC_Os10g34710,0,0.0001,0,0
LOC_Os04g55560,0,0.544427979,0,0
LOC_Os02g07230,0,0.88765239,1,1
LOC_Os05g03865,0,0.748877166,1,0
LOC_Os04g43370,0,2.22e-16,0,0
LOC_Os05g50290,0,0.004230557,0,0
LOC_Os03g49380,0,0.459975218,0,0
LOC_Os02g03120,0,0.99970001,1,1
LOC_Os02g32750,0,0.515077398,0,0
LOC_Os06g13200,0,1.0,1,1
LOC_Os04g46730,0,2.22e-16,0,0
LOC_Os04g44420,0,0.006389136,0,0
LOC_Os06g21600,0,6.24e-11,0,0
LOC_Os08g36840,0,0.00891632,0,0
LOC_Os01g57956,0,0.123285719,0,0
LOC_Os08g14860,0,0.999677025,1,1
LOC_Os06g01950,0,0.880658953,1,1
LOC_Os01g72210,0,0.999802939,1,1
LOC_Os03g44830,0,0.956344742,1,1
LOC_Os01g42370,0,0.985157018,1,1
LOC_Os02g38320,1,0.502004131,0,0
LOC_Os02g57260,0,0.528556165,0,0
LOC_Os09g28570,0,1.0,1,1
LOC_Os11g14950,0,0.861670433,1,1
LOC_Os02g40090,0,0.006794696,0,0
LOC_Os02g19440,0,0.120804571,0,0
LOC_Os07g30960,0,0.807238607,1,0
LOC_Os01g63890,0,0.323328658,0,0
LOC_Os07g44800,0,2.22e-16,0,0
LOC_Os12g04270,0,0.114070853,0,0
LOC_Os09g15670,1,0.94657859,1,1
LOC_Os11g07600,0,0.009136585,0,0
LOC_Os09g30458,0,0.375729119,0,0
LOC_Os05g10930,0,0.05459302,0,0
LOC_Os11g45730,0,0.001083752,0,0
LOC_Os11g31940,0,0.772957457,1,0
LOC_Os10g11354,0,0.798630609,1,0
LOC_Os09g10600,0,0.487629891,0,0
LOC_Os08g32940,0,1.0,1,1
LOC_Os03g32040,0,0.015164157,0,0
LOC_Os03g53780,0,0.963723933,1,1
LOC_Os03g40540,0,0.9999,1,1
LOC_Os04g22230,0,0.151245674,0,0
LOC_Os04g54870,0,2.22e-16,0,0
LOC_Os03g26860,0,0.137410059,0,0
LOC_Os10g40920,0,3.76e-11,0,0
LOC_Os11g37990,0,0.723208831,0,0
LOC_Os07g10610,0,2.22e-16,0,0
LOC_Os01g09750,0,2.22e-16,0,0
LOC_Os08g02080,1,2.22e-16,0,0
LOC_Os07g19040,0,0.238897639,0,0
LOC_Os03g43670,0,2.41e-12,0,0
LOC_Os01g56330,0,0.006372636,0,0
LOC_Os10g36810,0,0.01239949,0,0
LOC_Os09g37360,0,2.22e-16,0,0
LOC_Os05g31720,0,2.22e-16,0,0
LOC_Os09g31190,0,0.463661294,0,0
LOC_Os03g10300,0,0.074855588,0,0
LOC_Os02g45344,0,0.31432832,0,0
LOC_Os11g32260,1,0.000402964,0,0
LOC_Os10g21326,0,2.55e-10,0,0
LOC_Os06g04090,0,1.0,1,1
LOC_Os07g33670,0,0.404225531,0,0
LOC_Os05g35430,0,2.63e-12,0,0
LOC_Os02g12670,0,0.015180004,0,0
LOC_Os03g05310,0,0.968381716,1,1
LOC_Os03g12000,0,0.646618163,0,0
LOC_Os05g09020,0,1.0,1,1
LOC_Os04g41320,0,0.911700716,1,1
LOC_Os02g45750,0,0.004053722,0,0
LOC_Os12g05380,0,0.039973626,0,0
LOC_Os06g05800,0,0.258497053,0,0
LOC_Os01g04800,0,0.990148412,1,1
LOC_Os01g03710,0,0.69174752,0,0
LOC_Os07g36750,0,0.927726782,1,1
LOC_Os11g19810,0,0.056698953,0,0
LOC_Os11g37900,0,0.999485089,1,1
LOC_Os08g08820,0,0.147029632,0,0
LOC_Os05g05460,0,1.0,1,1
LOC_Os02g03690,0,1.0,1,1
LOC_Os05g41800,0,0.000721294,0,0
LOC_Os03g61200,0,2.22e-16,0,0
LOC_Os09g27210,0,0.65161852,0,0
LOC_Os04g42030,0,0.249712775,0,0
LOC_Os06g49160,0,0.006738308,0,0
LOC_Os06g45360,0,0.529340258,0,0
LOC_Os09g23350,0,0.882774208,1,1
LOC_Os04g32620,1,0.880700063,1,1
LOC_Os12g02840,0,0.987664424,1,1
LOC_Os10g41790,0,1.45e-15,0,0
LOC_Os03g53990,0,2.69e-15,0,0
LOC_Os06g14490,0,0.070044712,0,0
LOC_Os01g32730,0,0.000413943,0,0
LOC_Os05g41450,0,0.432787275,0,0
LOC_Os12g26060,0,3.19e-16,0,0
LOC_Os05g02870,0,0.233932125,0,0
LOC_Os04g40600,0,0.993840882,1,1
LOC_Os08g36320,0,0.30573504,0,0
LOC_Os03g02070,0,0.999899848,1,1
LOC_Os01g05820,0,0.99761245,1,1
LOC_Os06g10420,0,0.999025187,1,1
LOC_Os06g22810,0,0.001087661,0,0
LOC_Os10g21322,0,2.22e-16,0,0
LOC_Os10g20990,0,0.143927449,0,0
LOC_Os03g19610,0,0.000189036,0,0
LOC_Os05g46030,0,0.084820657,0,0
LOC_Os03g61360,1,0.9999,1,1
LOC_Os04g37700,1,0.972947265,1,1
LOC_Os09g38640,0,2.22e-16,0,0
LOC_Os10g32980,0,0.665829264,0,0
LOC_Os08g15276,0,0.22823213,0,0
LOC_Os03g43810,0,0.000101678,0,0
LOC_Os04g58710,1,0.847135465,1,1
LOC_Os03g03270,0,0.964701522,1,1
LOC_Os05g05720,0,0.971324648,1,1
LOC_Os06g37640,0,2.22e-16,0,0
LOC_Os07g43580,0,0.1036923,0,0
LOC_Os03g48610,0,0.992692087,1,1
LOC_Os04g51900,0,7.74e-12,0,0
LOC_Os03g53790,0,0.147462996,0,0
LOC_Os03g50080,0,2.22e-16,0,0
LOC_Os03g17610,0,0.206762149,0,0
LOC_Os10g20470,1,0.985723486,1,1
LOC_Os05g40700,0,0.410995904,0,0
LOC_Os09g08120,0,0.75176871,1,0
LOC_Os04g51000,0,2.22e-16,0,0
LOC_Os12g35340,0,0.191526351,0,0
LOC_Os04g43760,0,1.0,1,1
LOC_Os12g02230,0,2.22e-16,0,0
LOC_Os01g18210,0,0.06530183,0,0
LOC_Os03g50940,0,0.005128658,0,0
LOC_Os05g12490,0,0.996737927,1,1
LOC_Os08g07540,0,0.999771432,1,1
LOC_Os01g55974,0,2.95e-06,0,0
LOC_Os06g39750,0,1.0,1,1
LOC_Os04g49440,0,0.000502374,0,0
LOC_Os04g39610,0,2.22e-16,0,0
LOC_Os08g40870,0,1.98e-09,0,0
LOC_Os03g11260,0,0.019049996,0,0
LOC_Os04g49530,0,0.000400002,0,0
LOC_Os08g05690,0,0.994199407,1,1
LOC_Os02g56860,0,0.998949246,1,1
LOC_Os04g52850,0,0.008647855,0,0
LOC_Os01g25600,0,0.000488287,0,0
LOC_Os07g05480,0,2.22e-16,0,0
LOC_Os02g16909,0,0.39172385,0,0
LOC_Os04g59394,0,0.151718468,0,0
LOC_Os05g34000,0,0.9997,1,1
LOC_Os10g17990,0,0.286917716,0,0
LOC_Os12g01820,0,0.661386593,0,0
LOC_Os02g04690,0,0.004861808,0,0
LOC_Os02g35590,0,0.0002,0,0
LOC_Os03g18860,0,0.001858617,0,0
LOC_Os01g58000,0,0.13318582,0,0
LOC_Os09g18260,0,2.22e-16,0,0
LOC_Os05g46750,1,0.998384583,1,1
LOC_Os05g51780,0,7.6e-12,0,0
LOC_Os12g32940,0,0.001245099,0,0
LOC_Os01g49760,0,6.24e-12,0,0
LOC_Os01g66240,0,0.248540301,0,0
LOC_Os01g70330,0,0.00019998,0,0
LOC_Os05g06130,0,0.0001,0,0
LOC_Os04g38940,0,0.688306021,0,0
LOC_Os06g07350,0,0.002760147,0,0
LOC_Os01g13320,0,2.22e-16,0,0
LOC_Os03g27110,0,0.006395691,0,0
LOC_Os03g03070,0,8.61e-12,0,0
LOC_Os05g48800,0,0.000638311,0,0
LOC_Os04g43680,1,0.991291998,1,1
LOC_Os01g15130,0,0.999901904,1,1
LOC_Os04g48790,0,0.005256328,0,0
LOC_Os06g04150,1,0.968552536,1,1
LOC_Os02g21750,0,0.988485661,1,1
LOC_Os05g04370,0,2.22e-16,0,0
LOC_Os08g08970,0,0.975951166,1,1
LOC_Os01g46350,1,0.842309523,1,1
LOC_Os02g32140,1,0.940487394,1,1
LOC_Os03g56320,0,0.040829336,0,0
LOC_Os08g02370,0,0.494763681,0,0
LOC_Os05g44600,0,2.34e-16,0,0
LOC_Os07g15190,0,1.0,1,1
LOC_Os03g61050,0,0.064616021,0,0
LOC_Os03g47300,0,0.198470826,0,0
LOC_Os05g19954,0,2.22e-16,0,0
LOC_Os10g28030,0,0.144228044,0,0
LOC_Os04g38430,0,0.999399982,1,1
LOC_Os05g44100,0,0.497556559,0,0
LOC_Os12g16010,0,0.947503142,1,1
LOC_Os06g06350,0,0.965299872,1,1
LOC_Os07g49010,0,2.22e-16,0,0
LOC_Os06g36000,0,0.004884238,0,0
LOC_Os11g47580,0,0.985539678,1,1
LOC_Os07g39820,0,0.195360977,0,0
LOC_Os07g46930,0,1.0,1,1
LOC_Os02g41650,0,1.0,1,1
LOC_Os03g18710,0,0.000638994,0,0
LOC_Os11g03070,0,0.897291212,1,1
LOC_Os08g01070,0,0.000817889,0,0
LOC_Os01g33070,0,1.43e-15,0,0
LOC_Os05g44916,0,0.976131193,1,1
LOC_Os11g42989,1,0.002994323,0,0
LOC_Os11g10310,0,2.22e-16,0,0
LOC_Os03g58300,0,0.710274166,0,0
LOC_Os01g61430,0,1.0,1,1
LOC_Os02g06630,0,1.0,1,1
LOC_Os01g63970,0,0.385017889,0,0
LOC_Os02g49720,0,0.0339672,0,0
LOC_Os12g35610,0,0.925585784,1,1
LOC_Os01g48690,0,0.806072187,1,0
LOC_Os10g33370,0,1.0,1,1
LOC_Os05g14300,0,0.180448667,0,0
LOC_Os01g57854,0,0.000300018,0,0
LOC_Os04g24600,0,0.187344387,0,0
LOC_Os01g49820,0,0.520030075,0,0
LOC_Os07g01260,0,0.005823412,0,0
LOC_Os03g20650,0,0.060752364,0,0
LOC_Os07g32790,0,0.39584719,0,0
LOC_Os11g13890,1,0.933295511,1,1
LOC_Os05g04660,0,2.22e-16,0,0
LOC_Os01g12520,0,2.22e-16,0,0
LOC_Os01g65860,0,0.132406968,0,0
LOC_Os09g29600,0,0.0001,0,0
LOC_Os01g46290,0,0.024779912,0,0
LOC_Os05g06440,0,5.28e-16,0,0
LOC_Os12g32230,0,5.94e-10,0,0
LOC_Os03g25840,0,0.430626308,0,0
LOC_Os03g63930,0,0.986241677,1,1
LOC_Os03g10400,0,0.138869406,0,0
LOC_Os09g18020,0,3.61e-14,0,0
LOC_Os03g55830,0,0.000857744,0,0
LOC_Os03g27480,0,0.0001,0,0
LOC_Os02g09340,0,0.070401419,0,0
LOC_Os02g04630,0,0.289079601,0,0
LOC_Os03g11540,0,0.322277935,0,0
LOC_Os01g51430,0,1.0,1,1
LOC_Os02g32040,0,0.932027048,1,1
LOC_Os06g01690,0,0.071345836,0,0
LOC_Os10g41550,0,0.000100093,0,0
LOC_Os02g57060,0,0.000192218,0,0
LOC_Os04g35270,0,0.99810387,1,1
LOC_Os02g47780,1,0.645636898,0,0
LOC_Os03g26430,0,0.183359134,0,0
LOC_Os07g07070,0,0.758288004,1,0
LOC_Os06g04670,0,0.833426586,1,0
LOC_Os08g36330,0,0.000807872,0,0
LOC_Os03g02900,0,0.20922443,0,0
LOC_Os02g06010,0,0.999711009,1,1
LOC_Os02g13570,0,0.980259131,1,1
LOC_Os12g12580,0,0.146039438,0,0
LOC_Os03g13030,0,0.000300835,0,0
LOC_Os08g44400,0,0.325482602,0,0
LOC_Os03g19920,0,0.040578197,0,0
LOC_Os07g07080,0,2.22e-16,0,0
LOC_Os01g27520,0,0.9999,1,1
LOC_Os03g24870,0,0.595457001,0,0
LOC_Os07g39020,0,0.199246433,0,0
LOC_Os04g55850,1,1.0,1,1
LOC_Os07g34830,0,0.0001,0,0
LOC_Os07g46980,0,0.9993081,1,1
LOC_Os05g28010,0,0.992459204,1,1
LOC_Os06g39756,0,0.126688024,0,0
LOC_Os02g57370,0,0.027520838,0,0
LOC_Os06g20620,0,0.881296029,1,1
LOC_Os08g02850,0,0.013150403,0,0
LOC_Os04g41250,0,2.22e-16,0,0
LOC_Os05g38160,0,0.0001,0,0
LOC_Os05g39580,0,1.0,1,1
LOC_Os02g47010,0,0.985899963,1,1
LOC_Os01g63840,0,0.001683631,0,0
LOC_Os01g60040,0,0.009914541,0,0
LOC_Os07g42994,0,0.714753515,0,0
LOC_Os01g36720,0,0.009656305,0,0
LOC_Os11g27400,0,0.816027191,1,0
LOC_Os02g55530,0,0.005258917,0,0
LOC_Os02g45054,0,0.070548393,0,0
LOC_Os01g56350,0,0.637771541,0,0
LOC_Os06g21390,0,2.22e-16,0,0
LOC_Os03g26530,0,1.0,1,1
LOC_Os03g02860,0,0.44642345,0,0
LOC_Os02g04560,0,0.046988861,0,0
LOC_Os02g02170,0,0.993776222,1,1
LOC_Os05g18470,0,2.22e-16,0,0
LOC_Os04g24300,0,0.028657638,0,0
LOC_Os04g39160,0,2.22e-16,0,0
LOC_Os02g56140,0,0.005379352,0,0
LOC_Os06g47890,0,5.61e-16,0,0
LOC_Os02g48110,0,0.000198524,0,0
LOC_Os12g20310,0,4.76e-12,0,0
LOC_Os01g42640,0,0.534623315,0,0
LOC_Os02g54360,0,0.432784874,0,0
LOC_Os02g17090,0,0.232206223,0,0
LOC_Os01g18400,0,1.0,1,1
LOC_Os06g01860,0,0.909801713,1,1
LOC_Os04g57340,0,0.304431493,0,0
LOC_Os03g08110,0,0.67624564,0,0
LOC_Os08g36410,0,0.001472857,0,0
LOC_Os02g35760,0,0.036627812,0,0
LOC_Os02g35320,0,0.226011714,0,0
LOC_Os06g08280,0,0.000351292,0,0
LOC_Os07g47590,0,0.996930043,1,1
LOC_Os05g07860,0,1.75e-15,0,0
LOC_Os10g31940,0,0.999896045,1,1
LOC_Os07g46940,0,1.0,1,1
LOC_Os08g19140,0,0.997905458,1,1
LOC_Os08g37290,0,0.005947291,0,0
LOC_Os12g05840,0,0.954223989,1,1
LOC_Os05g51450,0,0.015760082,0,0
LOC_Os04g43420,0,0.021784228,0,0
LOC_Os12g08670,0,0.946369197,1,1
LOC_Os06g07030,0,0.98639206,1,1
LOC_Os07g38130,1,0.000819265,0,0
LOC_Os02g47840,1,0.81586715,1,0
LOC_Os08g27150,0,0.999499983,1,1
LOC_Os05g33620,0,0.000100021,0,0
LOC_Os09g19510,0,5.59e-14,0,0
LOC_Os07g08820,0,2.22e-16,0,0
LOC_Os01g48500,0,2.22e-16,0,0
LOC_Os01g46950,0,0.029525727,0,0
LOC_Os09g34950,0,2.22e-16,0,0
LOC_Os02g10050,0,0.0001,0,0
LOC_Os01g11880,0,0.634462455,0,0
LOC_Os04g46440,0,5.65e-11,0,0
LOC_Os05g09640,0,1.51e-13,0,0
LOC_Os01g01115,0,1.0,1,1
LOC_Os08g30780,0,0.007162267,0,0
LOC_Os01g53000,0,0.763085484,1,0
LOC_Os01g16940,0,0.390990223,0,0
LOC_Os03g62630,0,0.330289092,0,0
LOC_Os06g12310,1,0.918082486,1,1
LOC_Os02g05700,0,0.021775692,0,0
LOC_Os07g05150,0,2.22e-16,0,0
LOC_Os07g46860,1,0.999786535,1,1
LOC_Os08g09010,0,0.902323183,1,1
LOC_Os06g20354,0,0.0009099,0,0
LOC_Os12g34860,0,2.22e-16,0,0
LOC_Os12g37660,0,2.22e-16,0,0
LOC_Os04g38950,0,0.990572121,1,1
LOC_Os08g09000,0,0.953611452,1,1
LOC_Os10g37190,0,2.59e-15,0,0
LOC_Os09g30466,0,2.22e-16,0,0
LOC_Os06g24180,0,0.811363802,1,0
LOC_Os03g01190,0,2.61e-12,0,0
LOC_Os12g40890,0,0.9999,1,1
LOC_Os07g28400,0,0.004197795,0,0
LOC_Os02g53850,0,0.041499959,0,0
LOC_Os11g06170,0,0.740175881,1,0
LOC_Os05g23610,0,0.00499449,0,0
LOC_Os02g33110,0,0.997684836,1,1
LOC_Os01g65550,0,0.992550358,1,1
LOC_Os01g67630,0,0.992993276,1,1
LOC_Os07g05570,0,0.005141224,0,0
LOC_Os10g42170,0,0.687403257,0,0
LOC_Os07g46830,0,0.795103899,1,0
LOC_Os05g01470,0,0.98383706,1,1
LOC_Os01g66720,0,0.523035939,0,0
LOC_Os03g05480,0,2.22e-16,0,0
LOC_Os11g39420,0,0.010129045,0,0
LOC_Os04g53130,0,0.046671236,0,0
LOC_Os06g02370,0,0.93574121,1,1
LOC_Os01g25065,0,0.006425478,0,0
LOC_Os05g07130,0,0.018260057,0,0
LOC_Os02g29000,0,0.105616069,0,0
LOC_Os02g32520,0,2.69e-16,0,0
LOC_Os01g07420,0,0.275554621,0,0
LOC_Os06g09210,0,0.059925335,0,0
LOC_Os01g12580,0,2.22e-16,0,0
LOC_Os02g19750,0,7.21e-15,0,0
LOC_Os03g51110,0,0.001823188,0,0
LOC_Os04g59520,0,0.868279125,1,1
LOC_Os03g43840,0,0.996927798,1,1
LOC_Os10g07010,1,0.99777193,1,1
LOC_Os08g40150,0,2.6e-13,0,0
LOC_Os09g17890,0,0.001884666,0,0
LOC_Os07g13600,0,0.354299753,0,0
LOC_Os07g37210,0,0.144232618,0,0
LOC_Os07g44130,0,0.937365722,1,1
LOC_Os03g51030,0,0.001005692,0,0
LOC_Os02g07220,0,2.22e-16,0,0
LOC_Os01g37470,0,0.183882413,0,0
LOC_Os02g52560,0,1.0,1,1
LOC_Os12g43720,0,1.0,1,1
LOC_Os06g39740,0,0.101240147,0,0
LOC_Os02g57470,0,2.22e-16,0,0
LOC_Os07g25004,0,5.97e-14,0,0
LOC_Os02g35870,0,0.999903214,1,1
LOC_Os02g14840,0,0.915984808,1,1
LOC_Os10g42550,0,0.007360744,0,0
LOC_Os03g36540,0,0.955573682,1,1
LOC_Os01g70370,0,0.000676979,0,0
LOC_Os09g35800,0,0.008844818,0,0
LOC_Os07g11380,0,0.829531233,1,0
LOC_Os08g03350,0,0.006166239,0,0
LOC_Os01g49180,0,0.325671779,0,0
LOC_Os04g52370,0,0.9999,1,1
LOC_Os07g34570,0,0.052521774,0,0
LOC_Os04g52730,1,0.882247467,1,1
LOC_Os10g21342,0,2.22e-16,0,0
LOC_Os06g05400,0,0.998380338,1,1
LOC_Os10g40700,0,0.991607544,1,1
LOC_Os07g39270,0,2.22e-16,0,0
LOC_Os05g22722,0,0.191439001,0,0
LOC_Os01g68040,0,0.992102815,1,1
LOC_Os11g37130,0,0.876404568,1,1
LOC_Os01g66360,0,0.904343339,1,1
LOC_Os07g46846,0,0.994247109,1,1
LOC_Os10g41440,0,0.275740269,0,0
LOC_Os10g32810,1,0.971064475,1,1
LOC_Os03g44230,0,0.336528763,0,0
LOC_Os06g47440,0,0.999602675,1,1
LOC_Os02g48360,0,1.0,1,1
LOC_Os02g52610,0,1.0,1,1
LOC_Os08g34740,0,2.22e-16,0,0
LOC_Os08g43270,0,0.95708419,1,1
LOC_Os09g24910,0,0.986154039,1,1
LOC_Os03g15180,0,0.000309879,0,0
LOC_Os01g44960,1,0.044505448,0,0
