LOC_Os03g50290,
LOC_Os04g38870,
LOC_Os08g33370,
LOC_Os08g37490,
LOC_Os02g36974,
LOC_Os06g46770,
LOC_Os11g34450,
LOC_Os09g30412,
LOC_Os05g42424,
LOC_Os02g39720,
LOC_Os02g06640,
LOC_Os01g68940,
LOC_Os03g17710,
LOC_Os04g02870,
LOC_Os03g60620,
LOC_Os05g02880,
LOC_Os11g47760,
LOC_Os07g47630,
LOC_Os03g22380,
LOC_Os05g30140,
LOC_Os02g58730,
LOC_Os09g12800,
LOC_Os06g35814,
LOC_Os05g08840,
LOC_Os07g41180,
LOC_Os03g13970,
LOC_Os01g16190,
LOC_Os01g21420,
LOC_Os05g38530,
LOC_Os02g50860,
LOC_Os01g06290,
LOC_Os01g12900,
LOC_Os01g73310,
LOC_Os03g02680,
LOC_Os08g04270,
LOC_Os03g60530,
LOC_Os01g68950,
LOC_Os08g42580,
LOC_Os07g31370,
LOC_Os01g14950,
LOC_Os06g06090,
LOC_Os07g02350,
LOC_Os03g01850,
LOC_Os03g29470,
LOC_Os02g02840,
LOC_Os03g18080,
LOC_Os01g08560,
LOC_Os10g06740,
LOC_Os05g38630,
LOC_Os03g16860,
LOC_Os03g30550,
LOC_Os01g16240,
LOC_Os09g15750,
LOC_Os02g03040,
LOC_Os03g59590,
LOC_Os06g48640,
LOC_Os02g34884,
LOC_Os05g43820,
LOC_Os09g10940,
LOC_Os05g41060,
LOC_Os02g08530,
LOC_Os10g25090,
LOC_Os11g20384,
LOC_Os04g53620,
LOC_Os03g08550,
LOC_Os07g12170,
LOC_Os02g14130,
LOC_Os03g11570,
LOC_Os07g13530,
LOC_Os04g30430,
LOC_Os03g09140,
LOC_Os03g60870,
LOC_Os06g45020,
LOC_Os04g58110,
LOC_Os02g14860,
LOC_Os02g29480,
LOC_Os01g32800,
LOC_Os02g51180,
LOC_Os12g43550,
LOC_Os04g35890,
LOC_Os02g20850,
LOC_Os01g62290,
LOC_Os04g53240,
LOC_Os02g40880,
LOC_Os05g30800,
LOC_Os10g38950,
LOC_Os06g35530,
LOC_Os10g30520,
LOC_Os05g01020,
LOC_Os03g16110,
LOC_Os05g01600,
LOC_Os06g17285,
LOC_Os11g01380,
LOC_Os02g57080,
LOC_Os05g48980,
LOC_Os05g06350,
LOC_Os03g26460,
LOC_Os03g46390,
LOC_Os06g37180,
LOC_Os03g45270,
LOC_Os01g16960,
LOC_Os04g47240,
LOC_Os05g44050,
LOC_Os07g09680,
LOC_Os06g38470,
LOC_Os09g19700,
LOC_Os01g51700,
LOC_Os01g08450,
LOC_Os04g43150,
LOC_Os08g07400,
LOC_Os06g45300,
LOC_Os05g23600,
LOC_Os08g15040,
LOC_Os05g49890,
LOC_Os05g25540,1
LOC_Os07g42450,
LOC_Os11g04390,
LOC_Os12g01390,
LOC_Os01g59790,
LOC_Os07g12200,
LOC_Os02g53420,
LOC_Os03g43760,
LOC_Os01g49290,
LOC_Os03g08440,
LOC_Os02g07790,
LOC_Os02g13110,
LOC_Os07g46660,
LOC_Os08g07760,
LOC_Os02g43430,
LOC_Os01g62570,
LOC_Os06g36770,
LOC_Os05g01040,
LOC_Os05g06990,
LOC_Os01g51200,
LOC_Os03g19870,
LOC_Os06g36160,
LOC_Os03g50885,
LOC_Os09g32976,
LOC_Os05g45420,
LOC_Os03g25070,
LOC_Os04g35600,
LOC_Os07g46750,
LOC_Os01g41630,
LOC_Os01g10840,
LOC_Os07g48780,
LOC_Os03g08020,
LOC_Os05g11730,
LOC_Os03g08050,
LOC_Os06g48590,
LOC_Os05g01480,
LOC_Os10g39820,
LOC_Os08g12820,
LOC_Os02g05480,
LOC_Os03g53190,
LOC_Os01g24690,
LOC_Os01g70010,
LOC_Os08g09240,
LOC_Os08g27070,
LOC_Os03g08010,
LOC_Os07g42300,
LOC_Os05g44070,
LOC_Os10g28230,
LOC_Os12g41490,
LOC_Os07g44710,
LOC_Os07g42626,
LOC_Os04g42270,
LOC_Os03g55600,
LOC_Os04g38480,
LOC_Os03g29260,
LOC_Os08g09350,
LOC_Os10g04580,
LOC_Os10g32550,
LOC_Os05g26890,
LOC_Os08g23710,
LOC_Os11g07040,
LOC_Os01g19150,
LOC_Os05g03620,
LOC_Os03g28410,
LOC_Os03g61970,
LOC_Os09g33600,
LOC_Os03g06070,
LOC_Os02g43690,
LOC_Os07g22710,
LOC_Os03g59740,
LOC_Os05g47890,
LOC_Os03g16920,
LOC_Os01g72790,
LOC_Os06g12790,
LOC_Os03g02260,
LOC_Os02g05340,
LOC_Os02g09740,
LOC_Os01g32750,
LOC_Os12g04180,
LOC_Os07g08330,
LOC_Os02g02410,
LOC_Os02g03890,
LOC_Os04g35240,
LOC_Os06g50030,
LOC_Os05g41210,
LOC_Os03g17700,
LOC_Os09g07510,
LOC_Os08g42600,
LOC_Os10g28040,
LOC_Os12g31810,
LOC_Os04g51950,
LOC_Os05g33050,
LOC_Os10g36650,
LOC_Os03g20370,
LOC_Os03g59390,
LOC_Os02g57450,
LOC_Os03g03150,
LOC_Os11g06390,
LOC_Os03g56470,
LOC_Os06g07780,
LOC_Os07g25420,
LOC_Os12g30060,
LOC_Os09g16950,
LOC_Os01g17190,
LOC_Os08g42530,
LOC_Os01g07560,
LOC_Os01g47730,
LOC_Os06g06510,
LOC_Os04g42700,
LOC_Os01g54590,
LOC_Os09g28180,
LOC_Os11g06890,
LOC_Os05g50190,
LOC_Os02g52250,
LOC_Os12g34510,
LOC_Os05g48240,
LOC_Os12g30570,
LOC_Os12g41260,
LOC_Os10g35550,
LOC_Os02g09130,
LOC_Os03g62500,
LOC_Os05g34950,
LOC_Os05g36120,
LOC_Os10g06540,
LOC_Os05g50810,
LOC_Os02g42860,
LOC_Os01g37800,
LOC_Os03g38000,
LOC_Os01g61920,
LOC_Os12g39210,
LOC_Os04g55030,
LOC_Os02g11840,
LOC_Os12g07230,
LOC_Os05g36280,
LOC_Os08g12750,
LOC_Os11g04070,
LOC_Os10g23100,
LOC_Os07g10250,
LOC_Os02g03060,
LOC_Os04g56070,
LOC_Os06g46600,
LOC_Os02g34600,
LOC_Os01g64630,
LOC_Os01g24060,
LOC_Os02g20394,
LOC_Os06g22650,
LOC_Os05g08360,
LOC_Os03g10940,
LOC_Os02g11830,
LOC_Os08g04290,
LOC_Os03g55150,
LOC_Os01g53920,
LOC_Os03g43020,
LOC_Os02g07960,
LOC_Os03g10340,
LOC_Os01g52490,
LOC_Os12g21798,
LOC_Os02g03340,
LOC_Os02g37420,
LOC_Os02g34510,
LOC_Os08g02410,
LOC_Os05g39050,
LOC_Os02g40860,
LOC_Os08g03240,
LOC_Os02g49980,
LOC_Os01g59990,
LOC_Os03g43890,
LOC_Os06g06460,
LOC_Os01g14860,
LOC_Os02g03600,
LOC_Os04g46390,
LOC_Os02g33430,
LOC_Os02g45940,
LOC_Os07g38760,
LOC_Os01g51290,
LOC_Os01g43410,
LOC_Os11g14220,
LOC_Os12g06660,1
LOC_Os02g44642,
LOC_Os03g41100,
LOC_Os01g23620,
LOC_Os01g49529,
LOC_Os06g46330,
LOC_Os01g61590,
LOC_Os07g38120,
LOC_Os01g34890,
LOC_Os01g16030,1
LOC_Os02g43930,
LOC_Os01g15310,
LOC_Os01g12720,
LOC_Os08g03150,
LOC_Os06g06880,
LOC_Os08g41250,
LOC_Os05g34390,
LOC_Os03g62600,
LOC_Os10g30420,
LOC_Os08g37800,
LOC_Os10g10500,
LOC_Os05g14730,
LOC_Os05g01560,
LOC_Os12g38110,
LOC_Os02g09960,
LOC_Os01g52050,
LOC_Os10g38920,
LOC_Os10g05180,
LOC_Os01g13800,
LOC_Os02g39700,
LOC_Os05g06770,
LOC_Os06g42800,
LOC_Os10g06760,
LOC_Os12g20324,
LOC_Os01g13760,
LOC_Os08g02400,
LOC_Os03g46770,
LOC_Os05g50970,
LOC_Os03g27450,
LOC_Os09g33810,
LOC_Os03g03130,
LOC_Os09g36920,
LOC_Os10g39120,
LOC_Os12g03880,
LOC_Os03g05740,
LOC_Os03g08640,
LOC_Os06g05180,
LOC_Os04g52270,
LOC_Os06g45350,
LOC_Os06g09850,
LOC_Os01g51380,
LOC_Os11g40150,
LOC_Os07g33110,
LOC_Os07g38540,
LOC_Os03g57340,
LOC_Os05g49780,
LOC_Os01g69130,
LOC_Os05g51560,
LOC_Os01g61810,
LOC_Os05g36290,
LOC_Os01g64640,
LOC_Os01g63940,
LOC_Os11g32900,
LOC_Os01g01960,
LOC_Os08g03640,
LOC_Os07g36500,
LOC_Os07g42820,
LOC_Os05g07740,
LOC_Os07g29360,
LOC_Os11g05730,
LOC_Os03g52650,
LOC_Os01g45380,
LOC_Os04g33950,
LOC_Os04g42010,
LOC_Os05g36960,
LOC_Os03g06670,
LOC_Os04g45040,
LOC_Os03g17980,
LOC_Os02g13530,
LOC_Os05g04340,
LOC_Os07g36130,
LOC_Os03g59050,
LOC_Os01g43540,
LOC_Os08g38560,
LOC_Os05g41220,
LOC_Os10g36710,
LOC_Os02g14000,
LOC_Os01g71960,
LOC_Os10g31830,
LOC_Os06g29120,
LOC_Os07g44040,
LOC_Os01g38950,
LOC_Os05g48810,
LOC_Os05g03630,
LOC_Os06g37440,
LOC_Os01g01740,
LOC_Os07g32800,
LOC_Os01g56550,
LOC_Os03g53080,
LOC_Os01g14932,
LOC_Os11g09280,
LOC_Os05g07820,
LOC_Os01g48280,
LOC_Os06g02570,
LOC_Os05g30530,
LOC_Os07g07250,
LOC_Os02g30050,
LOC_Os05g32360,
LOC_Os02g26160,
LOC_Os01g69850,
LOC_Os02g12794,
LOC_Os02g33140,
LOC_Os02g22140,
LOC_Os01g66020,
LOC_Os05g20050,
LOC_Os05g27940,
LOC_Os05g38120,
LOC_Os09g15790,
LOC_Os09g30190,
LOC_Os03g16130,
LOC_Os07g07000,
LOC_Os08g03160,
LOC_Os02g38340,
LOC_Os09g38020,
LOC_Os03g18570,
LOC_Os05g39090,
LOC_Os10g39410,
LOC_Os08g43370,
LOC_Os02g03610,
LOC_Os03g22610,
LOC_Os03g60600,
LOC_Os07g07240,
LOC_Os04g25550,
LOC_Os01g12730,
LOC_Os01g62840,
LOC_Os03g18580,
LOC_Os10g37480,
LOC_Os02g54700,
LOC_Os08g22864,
LOC_Os03g05760,
LOC_Os08g39140,
LOC_Os04g04330,
LOC_Os02g28810,
LOC_Os11g38670,
LOC_Os06g07200,
LOC_Os07g41800,
LOC_Os02g01560,
LOC_Os07g41750,
LOC_Os11g26910,
LOC_Os03g05980,
LOC_Os02g34940,
LOC_Os11g11390,
LOC_Os02g57220,
LOC_Os02g02140,
LOC_Os05g06450,
