,AUC,AUCcr,ACCURACYcr,BALANCED ACCURACYcr,Fcr,MCCcr,ALPHA,Algorithm
0,0.5023333333333333,-105.64285714285622,1.0,1.0,1.0,1.997614695091181e-05,0.9953333333333333,SVM
1,0.7884848484848485,0.6334033613445377,1.0,1.0,0.9999999999999999,0.3053543917388926,0.42303030303030303,RF
2,0.5829648684648685,0.23679240568659393,0.6533409706151754,0.6518323347016781,0.6301330427793548,0.08871486365801748,0.4535757575757576,LDA
