preds_list2[[1]]$genes	1	prob_lda	prob_svm	prob_logit	pred_lda	pred_svm	pred_logit
LOC_Os08g12820	0	0.519182745	0.196248014	0.492952252	0	0	0
LOC_Os01g70010	0	0.694657363	0.109373748	0.442506367	0	0	0
LOC_Os03g08050	0	0.67560742	0.210367841	0.470471445	0	0	0
LOC_Os03g53190	0	0.79165008	0.101955944	0.513756476	0	0	0
LOC_Os04g38480	0	0.647724582	0.242889879	0.528878491	0	0	0
LOC_Os10g32550	0	0.715396726	0.315978235	0.489322101	0	0	0
LOC_Os05g26890	0	0.613015657	0.135463423	0.408685819	0	0	0
LOC_Os07g44710	0	0.686334256	0.476959297	0.485954909	0	0	0
LOC_Os07g42300	0	0.627202347	0.11702789	0.495657476	0	0	0
LOC_Os03g28410	0	0.771384318	0.134676586	0.478605193	0	0	0
LOC_Os11g07040	0	0.845958581	0.285987561	0.504879165	0	0	0
LOC_Os02g05480	0	0.516924704	0.346617686	0.524622815	0	0	0
LOC_Os03g29260	0	0.607355569	0.131536728	0.51546774	0	0	0
LOC_Os03g55600	0	0.835391191	0.189017828	0.438840809	0	0	0
LOC_Os09g33600	0	0.510314479	0.168072313	0.480298987	0	0	0
LOC_Os03g61970	0	0.594594362	0.668212115	0.505974007	0	0	0
LOC_Os04g42270	0	0.677129171	0.074228298	0.489473178	0	1	0
LOC_Os01g19150	0	0.587484103	0.282829097	0.483840721	0	0	0
LOC_Os03g02260	0	0.579272163	0.341597782	0.528603258	0	0	0
LOC_Os03g06070	0	0.552560644	0.124935485	0.518648077	0	0	0
LOC_Os05g03620	0	0.576129185	0.353126159	0.479260532	0	0	0
LOC_Os01g32750	0	0.469705888	0.067854225	0.502386479	0	1	0
LOC_Os01g72790	0	0.798576483	0.169371476	0.462249545	0	0	0
LOC_Os12g04180	0	0.658383311	0.117675665	0.44465913	0	0	0
LOC_Os12g41490	0	0.376983842	0.522247903	0.518623232	0	0	0
LOC_Os07g22710	0	0.679319777	0.463225433	0.478806663	0	0	0
LOC_Os10g36650	0	0.649083754	0.680200557	0.516278676	0	0	0
LOC_Os02g05340	0	0.676261927	0.128059675	0.53281085	0	0	0
LOC_Os02g43690	0	0.469050064	0.153787946	0.486140477	0	0	0
LOC_Os05g47890	0	0.515449078	0.363898816	0.54559519	0	0	0
LOC_Os03g16920	0	0.652020879	0.28192884	0.502216003	0	0	0
LOC_Os03g59740	0	0.518688254	0.112474093	0.484380819	0	0	0
LOC_Os06g12790	0	0.60336862	0.416358359	0.512262407	0	0	0
LOC_Os02g03890	0	0.632624125	0.265267008	0.458846568	0	0	0
LOC_Os05g41210	0	0.660556776	0.379907903	0.465473152	0	0	0
LOC_Os02g57450	0	0.741829458	0.429615623	0.43483399	0	0	0
LOC_Os08g42600	0	0.487955164	0.264999958	0.546842001	0	0	0
LOC_Os02g09740	0	0.643860178	0.305089825	0.482442433	0	0	0
LOC_Os07g08330	0	0.770808254	0.057132747	0.470848881	0	1	0
LOC_Os09g07510	0	0.469372176	0.202251673	0.502080219	0	0	0
LOC_Os03g17700	0	0.485083174	0.373245964	0.520384668	0	0	0
LOC_Os02g02410	0	0.643542859	0.687449721	0.497714831	0	0	0
LOC_Os03g20370	0	0.719033038	0.431845509	0.460691672	0	0	0
LOC_Os03g59390	0	0.776930323	0.380320888	0.50578982	0	0	0
LOC_Os04g35240	0	0.778399167	0.19890871	0.486553324	0	0	0
LOC_Os10g28040	0	0.652850055	0.058678437	0.537784019	0	1	0
LOC_Os11g06890	0	0.546576406	0.552849183	0.530570893	0	0	0
LOC_Os01g54590	0	0.53369025	0.758536041	0.530522219	0	0	0
LOC_Os03g56470	0	0.608995604	0.210960005	0.48648375	0	0	0
LOC_Os04g51950	0	0.481408748	0.465169252	0.493246552	0	0	0
LOC_Os12g31810	0	0.693233037	0.229604347	0.465314084	0	0	0
LOC_Os03g03150	0	0.497259504	0.350135945	0.560380004	0	0	0
LOC_Os06g07780	0	0.563200746	0.759034111	0.537345516	0	0	0
LOC_Os01g47730	0	0.531138734	0.72944172	0.512838201	0	0	0
LOC_Os05g48240	0	0.632158205	0.136812833	0.442537457	0	0	0
LOC_Os06g50030	0	0.714626896	0.441352085	0.509323071	0	0	0
LOC_Os07g25420	0	0.641658358	0.264788193	0.511530621	0	0	0
LOC_Os12g30060	0	0.731385055	0.147409797	0.553558342	0	0	0
LOC_Os01g07560	0	0.572199865	0.188750896	0.543788687	0	0	0
LOC_Os01g37800	0	0.581213121	0.17378908	0.472049642	0	0	0
LOC_Os09g16950	0	0.683989738	0.268708848	0.444607953	0	0	0
LOC_Os02g52250	0	0.752840481	0.062754633	0.535536711	0	1	0
LOC_Os05g33050	0	0.685586946	0.08289871	0.479377541	0	1	0
LOC_Os05g50190	0	0.51616008	0.45369704	0.46866345	0	0	0
LOC_Os01g17190	0	0.681092237	0.305970928	0.485542222	0	0	0
LOC_Os11g06390	0	0.665597054	0.656157936	0.509250907	0	0	0
LOC_Os05g36120	0	0.377887929	0.117046096	0.459660108	0	0	0
LOC_Os06g46600	0	0.491915983	0.359408686	0.537115515	0	0	0
LOC_Os06g06510	0	0.650433482	0.289263439	0.487025239	0	0	0
LOC_Os05g50810	0	0.836441499	0.292156277	0.495915792	0	0	0
LOC_Os10g35550	0	0.702978764	0.082590783	0.505081768	0	1	0
LOC_Os04g42700	0	0.720544456	0.216010921	0.47910662	0	0	0
LOC_Os12g34510	0	0.597864595	0.125680524	0.469789113	0	0	0
LOC_Os05g34950	0	0.51604677	0.427342752	0.472775413	0	0	0
LOC_Os09g28180	0	0.443815533	0.376697309	0.505163743	0	0	0
LOC_Os02g03060	0	0.858106005	0.090267132	0.431415737	0	1	0
LOC_Os08g42530	0	0.452208361	0.491427865	0.452782639	0	0	0
LOC_Os08g04290	0	0.595509598	0.179707618	0.521595871	0	0	0
LOC_Os05g36280	0	0.717006149	0.215787757	0.472142677	0	0	0
LOC_Os12g07230	0	0.901026839	0.171754834	0.457392065	0	0	0
LOC_Os12g30570	0	0.276772414	0.619056638	0.527842186	0	0	0
LOC_Os03g38000	0	0.594095145	0.095858504	0.498769618	0	1	0
LOC_Os12g39210	0	0.673950012	0.338956673	0.4527476	0	0	0
LOC_Os03g43020	0	0.719995178	0.158265109	0.489639857	0	0	0
LOC_Os04g55030	0	0.676378629	0.370779392	0.476148466	0	0	0
LOC_Os02g03340	0	0.553427408	0.089160545	0.545728609	0	1	0
LOC_Os02g42860	0	0.640135285	0.338275314	0.530337743	0	0	0
LOC_Os04g56070	0	0.606815687	0.304490474	0.472534452	0	0	0
LOC_Os02g11840	0	0.648111889	0.318434472	0.500297036	0	0	0
LOC_Os01g61920	0	0.696479507	0.183780887	0.457586707	0	0	0
LOC_Os02g09130	0	0.569844442	0.313123308	0.475307826	0	0	0
LOC_Os03g10940	0	0.52417539	0.169192219	0.511342861	0	0	0
LOC_Os06g22650	0	0.366075293	0.519115805	0.54758171	0	0	0
LOC_Os05g08360	0	0.710806719	0.053323397	0.461605341	0	1	0
LOC_Os03g55150	0	0.729210384	0.099348607	0.471466287	0	1	0
LOC_Os02g11830	0	0.657559639	0.252374138	0.521809563	0	0	0
LOC_Os03g62500	0	0.563285106	0.343272207	0.499739624	0	0	0
LOC_Os12g41260	0	0.273451063	0.663805502	0.514700426	0	0	0
LOC_Os02g40860	0	0.597737078	0.219528068	0.474003338	0	0	0
LOC_Os10g06540	0	0.525576967	0.621191333	0.52679255	0	0	0
LOC_Os02g20394	0	0.691011563	0.327263279	0.534828773	0	0	0
LOC_Os10g23100	0	0.508898652	0.10485746	0.509703694	0	0	0
LOC_Os02g34510	0	0.603217368	0.558740009	0.539193222	0	0	0
LOC_Os10g06760	0	0.768971131	0.141913858	0.530061387	0	0	0
LOC_Os08g12750	0	0.472349199	0.430919444	0.479195453	0	0	0
LOC_Os01g52490	0	0.748190814	0.094640102	0.505495545	0	1	0
LOC_Os05g39050	0	0.645267359	0.168918677	0.470162814	0	0	0
LOC_Os01g34890	0	0.523102758	0.55454373	0.469549622	0	0	0
LOC_Os11g14220	0	0.661551107	0.206165306	0.517253375	0	0	0
LOC_Os02g34600	0	0.668576976	0.188240788	0.48205096	0	0	0
LOC_Os11g04070	0	0.678388103	0.075365558	0.47023302	0	1	0
LOC_Os08g02410	0	0.833347707	0.068530994	0.454272792	0	1	0
LOC_Os01g64630	0	0.577120148	0.723936847	0.538720818	0	0	0
LOC_Os01g14860	0	0.625408259	0.322201457	0.487548314	0	0	0
LOC_Os03g43890	0	0.739744663	0.127536271	0.51799813	0	0	0
LOC_Os01g53920	0	0.737568328	0.189015971	0.538798402	0	0	0
LOC_Os12g21798	0	0.793932805	0.12875954	0.488195963	0	0	0
LOC_Os07g10250	0	0.768728151	0.101129172	0.470525484	0	0	0
LOC_Os01g24060	0	0.742851579	0.261405416	0.448056605	0	0	0
LOC_Os08g03240	0	0.471318434	0.388997291	0.512088718	0	0	0
LOC_Os02g07960	0	0.661546035	0.274825788	0.501769945	0	0	0
LOC_Os02g44642	0	0.485023563	0.366863836	0.462244821	0	0	0
LOC_Os01g59990	0	0.867019387	0.196889828	0.465792477	0	0	0
LOC_Os04g46390	0	0.529698597	0.542496262	0.52123636	0	0	0
LOC_Os12g06660	1	0.620326375	0.747036283	0.897578873	0	0	0
LOC_Os01g51290	0	0.685549676	0.199633073	0.43389047	0	0	0
LOC_Os02g37420	0	0.607195941	0.213031556	0.476577698	0	0	0
LOC_Os07g38120	0	0.7693823	0.289419656	0.491356249	0	0	0
LOC_Os06g06460	0	0.722945675	0.227767218	0.470849792	0	0	0
LOC_Os01g16030	0	0.552094736	0.388504752	0.501535373	0	0	0
LOC_Os03g10340	0	0.602571729	0.078475823	0.529637054	0	1	0
LOC_Os02g33430	0	0.538925521	0.067899571	0.486666926	0	1	0
LOC_Os01g12720	0	0.644342919	0.226585309	0.463362429	0	0	0
LOC_Os02g49980	0	0.456996769	0.130249785	0.4613526	0	0	0
LOC_Os01g49529	0	0.425045938	0.508752007	0.515237397	0	0	0
LOC_Os10g10500	0	0.409681497	0.309164354	0.477790296	0	0	0
LOC_Os01g15310	0	0.829053	0.073990089	0.496117535	0	1	0
LOC_Os07g38760	0	0.66942342	0.217271341	0.436517124	0	0	0
LOC_Os03g41100	0	0.682541657	0.377508577	0.465676944	0	0	0
LOC_Os08g37800	0	0.669600245	0.266369383	0.513277968	0	0	0
LOC_Os06g06880	0	0.746733873	0.413334417	0.4342423	0	0	0
LOC_Os02g03600	0	0.746822303	0.33273149	0.559569361	0	0	0
LOC_Os01g61590	0	0.832544644	0.247216221	0.496536869	0	0	0
LOC_Os03g57340	0	0.522596962	0.521211307	0.498524027	0	0	0
LOC_Os03g46770	0	0.716716293	0.189122885	0.476558598	0	0	0
LOC_Os08g03150	0	0.353193025	0.44446993	0.502683061	0	0	0
LOC_Os10g38920	0	0.693267599	0.227597988	0.421447907	0	0	0
LOC_Os01g13800	0	0.909486315	0.111935336	0.478104773	0	0	0
LOC_Os03g03130	0	0.644756305	0.362396149	0.469990262	0	0	0
LOC_Os02g43930	0	0.534371727	0.542314516	0.519132741	0	0	0
LOC_Os03g27450	0	0.383789546	0.17261868	0.479618776	0	0	0
LOC_Os02g45940	0	0.706440605	0.195371971	0.471767576	0	0	0
LOC_Os12g20324	0	0.719289303	0.321836072	0.477012095	0	0	0
LOC_Os05g06770	0	0.629903135	0.107343647	0.510970487	0	0	0
LOC_Os05g34390	0	0.462467781	0.25875856	0.564188373	0	0	0
LOC_Os12g38110	0	0.655909181	0.207586983	0.422552936	0	0	0
LOC_Os03g52650	0	0.570049861	0.353543251	0.510858697	0	0	0
LOC_Os01g43410	0	0.826767535	0.339988909	0.487816183	0	0	0
LOC_Os05g07740	0	0.674096213	0.178794688	0.547553414	0	0	0
LOC_Os02g39700	0	0.626743571	0.157135019	0.493985696	0	0	0
LOC_Os10g05180	0	0.748257302	0.288142219	0.504532351	0	0	0
LOC_Os06g42800	0	0.602869444	0.31924922	0.484496696	0	0	0
LOC_Os01g13760	0	0.676909711	0.417438793	0.518594719	0	0	0
LOC_Os10g30420	0	0.699196148	0.073907752	0.488899683	0	1	0
LOC_Os05g01560	0	0.613784089	0.594154656	0.482447653	0	0	0
LOC_Os06g09850	0	0.535520071	0.434384964	0.463711876	0	0	0
LOC_Os08g02400	0	0.82503114	0.064482605	0.421780252	0	1	0
LOC_Os03g62600	0	0.534063232	0.428703682	0.508551266	0	0	0
LOC_Os01g51380	0	0.720663462	0.565184117	0.465348542	0	0	0
LOC_Os08g03640	0	0.648910371	0.080380755	0.487107659	0	1	0
LOC_Os06g46330	0	0.599909281	0.427863003	0.54662073	0	0	0
LOC_Os03g05740	0	0.642772955	0.18925704	0.483772227	0	0	0
LOC_Os07g29360	0	0.644044683	0.050975403	0.477360749	0	1	0
LOC_Os05g14730	0	0.675799092	0.341724613	0.470750475	0	0	0
LOC_Os12g03880	0	0.655670088	0.094828193	0.466664614	0	1	0
LOC_Os03g08640	0	0.73711694	0.064631449	0.499906667	0	1	0
LOC_Os01g23620	0	0.400346731	0.253935671	0.542927074	0	0	0
LOC_Os09g33810	0	0.537982035	0.202457605	0.446109193	0	0	0
LOC_Os06g05180	0	0.640077027	0.287673263	0.527262725	0	0	0
LOC_Os04g42010	0	0.733760902	0.171074728	0.49635365	0	0	0
LOC_Os02g09960	0	0.350507247	0.396960229	0.53293924	0	0	0
LOC_Os01g69130	0	0.677987425	0.141611734	0.459420611	0	0	0
LOC_Os05g50970	0	0.504556329	0.252644781	0.53683699	0	0	0
LOC_Os05g51560	0	0.695759858	0.211897802	0.463943532	0	0	0
LOC_Os01g52050	0	0.829770167	0.120470527	0.465152945	0	0	0
LOC_Os01g43540	0	0.527582415	0.324212331	0.50821967	0	0	0
LOC_Os11g40150	0	0.730307643	0.115097083	0.523486012	0	0	0
LOC_Os03g06670	0	0.757104643	0.209388625	0.483193049	0	0	0
LOC_Os01g64640	0	0.697143296	0.227561203	0.492200359	0	0	0
LOC_Os08g41250	0	0.411240358	0.116316298	0.47869101	0	0	0
LOC_Os02g13530	0	0.694673041	0.057946335	0.515056297	0	1	0
LOC_Os04g52270	0	0.619941306	0.093536228	0.506372446	0	1	0
LOC_Os10g39120	0	0.638230947	0.311963957	0.467472588	0	0	0
LOC_Os05g04340	0	0.526677153	0.382922583	0.490073341	0	0	0
LOC_Os11g05730	0	0.744554815	0.255648897	0.466338573	0	0	0
LOC_Os09g36920	0	0.756675549	0.116866811	0.484036402	0	0	0
LOC_Os07g33110	0	0.833701879	0.329973167	0.46624156	0	0	0
LOC_Os07g42820	0	0.474322987	0.198012272	0.46398849	0	0	0
LOC_Os05g36960	0	0.593342815	0.424006491	0.422958776	0	0	0
LOC_Os02g14000	0	0.379945912	0.504564703	0.578508638	0	0	0
LOC_Os01g61810	0	0.553237762	0.108756031	0.523176273	0	0	0
LOC_Os07g36500	0	0.654260686	0.17833897	0.466680166	0	0	0
LOC_Os03g59050	0	0.773782158	0.191742013	0.474338735	0	0	0
LOC_Os01g01740	0	0.484564718	0.574339205	0.474534343	0	0	0
LOC_Os05g30530	0	0.710215645	0.041984347	0.479713532	0	1	0
LOC_Os01g63940	0	0.518486701	0.110990343	0.494146917	0	0	0
LOC_Os02g30050	0	0.673313707	0.106409209	0.507695595	0	0	0
LOC_Os01g48280	0	0.455707427	0.192197623	0.56871662	0	0	0
LOC_Os07g38540	0	0.820162527	0.082688134	0.462231173	0	1	0
LOC_Os05g49780	0	0.77367266	0.088862068	0.455586268	0	1	0
LOC_Os05g03630	0	0.693064107	0.410885577	0.54923617	0	0	0
LOC_Os05g36290	0	0.600320339	0.654076059	0.552206583	0	0	0
LOC_Os03g17980	0	0.647231036	0.258126968	0.533559194	0	0	0
LOC_Os07g32800	0	0.714681948	0.374067136	0.441759901	0	0	0
LOC_Os10g31830	0	0.494074043	0.258746291	0.482586408	0	0	0
