preds_list2[[1]]$genes,1,prob_logit,pred_logit,pred_logit_PR
LOC_Os05g51220,0,2.53e-16,0,0
LOC_Os07g34580,0,1.0,1,1
LOC_Os04g01130,0,2.22e-16,0,0
LOC_Os01g69210,0,0.043712647,0,0
LOC_Os03g22160,0,2.22e-16,0,0
LOC_Os06g44460,0,0.99054246,1,1
LOC_Os01g71380,0,0.9998,1,1
LOC_Os03g01170,0,0.004665221,0,0
LOC_Os02g19140,0,0.060119474,0,0
LOC_Os03g14690,0,2.34e-16,0,0
LOC_Os04g48060,0,0.007676193,0,0
LOC_Os04g16744,0,2.22e-16,0,0
LOC_Os03g62480,0,0.99774827,1,1
LOC_Os11g26160,0,2.22e-16,0,0
LOC_Os03g55050,0,0.785969,1,0
LOC_Os06g08840,0,0.883376656,1,1
LOC_Os04g51690,0,0.344364131,0,0
LOC_Os12g31820,0,0.932055061,1,1
LOC_Os12g25690,1,0.999798911,1,1
LOC_Os03g14669,0,0.000200107,0,0
LOC_Os10g34040,0,2.22e-16,0,0
LOC_Os02g01010,0,0.159952413,0,0
LOC_Os05g12450,0,0.41966843,0,0
LOC_Os06g01590,0,0.992162682,1,1
LOC_Os02g52470,0,2.22e-16,0,0
LOC_Os01g70300,0,0.032804046,0,0
LOC_Os11g10910,0,2.22e-16,0,0
LOC_Os04g55760,0,2.22e-16,0,0
LOC_Os06g35940,0,0.00945987,0,0
LOC_Os06g45120,0,0.91258289,1,1
LOC_Os12g18110,0,0.065865861,0,0
LOC_Os03g43410,0,1.0,1,1
LOC_Os03g16000,0,2.22e-16,0,0
LOC_Os02g54770,0,0.030601282,0,0
LOC_Os08g08060,0,0.998600006,1,1
LOC_Os06g11620,0,1.0,1,1
LOC_Os02g17880,0,1.0,1,1
LOC_Os01g51920,0,2.04e-11,0,0
LOC_Os03g60960,0,0.184842272,0,0
LOC_Os08g14210,0,1.0,1,1
LOC_Os03g03670,0,0.026118127,0,0
LOC_Os04g32660,0,0.002117152,0,0
LOC_Os03g39850,1,0.999899999,1,1
LOC_Os03g19480,0,0.0002,0,0
LOC_Os04g46310,0,0.0003,0,0
LOC_Os12g25700,0,1.0,1,1
LOC_Os03g02030,0,0.406647306,0,0
LOC_Os12g44090,0,0.020126085,0,0
LOC_Os11g47110,0,0.013676302,0,0
LOC_Os03g61060,0,0.030699236,0,0
LOC_Os03g14520,0,2.22e-16,0,0
LOC_Os02g12450,0,2.22e-16,0,0
LOC_Os03g60920,0,0.01085441,0,0
LOC_Os07g38070,0,0.995246851,1,1
LOC_Os11g04670,0,0.002969578,0,0
LOC_Os08g31460,0,2.6e-16,0,0
LOC_Os05g47770,0,0.635048706,0,0
LOC_Os02g14570,0,0.584123699,0,0
LOC_Os05g37390,0,1.0,1,1
LOC_Os01g72700,0,0.0003,0,0
LOC_Os01g33050,0,1.71e-09,0,0
LOC_Os10g22310,0,1.0,1,1
LOC_Os10g21344,0,0.01453797,0,0
LOC_Os10g38730,0,1.0,1,1
LOC_Os08g36540,0,2.22e-16,0,0
LOC_Os01g72240,0,2.22e-16,0,0
LOC_Os01g67054,0,0.339805382,0,0
LOC_Os02g49050,0,1.0,1,1
LOC_Os10g18510,0,0.71382245,0,0
LOC_Os03g01800,0,1.0,1,1
LOC_Os02g32590,0,0.999600055,1,1
LOC_Os07g05640,0,7.21e-12,0,0
LOC_Os04g46890,0,0.057117979,0,0
LOC_Os02g08370,0,0.030504537,0,0
LOC_Os04g52130,0,0.587291312,0,0
LOC_Os04g45580,0,0.160517297,0,0
LOC_Os07g07340,0,0.999900012,1,1
LOC_Os09g27980,0,2.22e-16,0,0
LOC_Os01g15480,0,0.996042558,1,1
LOC_Os12g07780,0,0.02087979,0,0
LOC_Os10g34020,0,0.63660638,0,0
LOC_Os10g38540,0,1.0,1,1
LOC_Os09g38850,0,0.005211759,0,0
LOC_Os04g40650,0,0.97173346,1,1
LOC_Os05g44970,0,1.0,1,1
LOC_Os06g45900,0,2.22e-16,0,0
LOC_Os04g12960,0,1.64e-15,0,0
LOC_Os04g34320,0,0.090683376,0,0
LOC_Os01g10430,0,0.013896926,0,0
LOC_Os01g71350,0,0.000200001,0,0
LOC_Os07g12830,0,0.171019886,0,0
LOC_Os08g09940,1,1.0,1,1
LOC_Os12g38210,1,2.22e-16,0,0
LOC_Os12g01140,0,2.22e-16,0,0
LOC_Os03g55930,0,2.22e-16,0,0
LOC_Os08g41410,0,0.451901165,0,0
LOC_Os03g11020,0,0.010119542,0,0
LOC_Os08g34950,0,0.023649079,0,0
LOC_Os11g12460,0,0.665696985,0,0
LOC_Os01g34870,0,0.495946805,0,0
LOC_Os08g07200,0,0.983888172,1,1
LOC_Os01g17330,0,2.22e-16,0,0
LOC_Os01g12560,0,0.990727478,1,1
LOC_Os09g31970,0,0.203042075,0,0
LOC_Os03g54040,0,0.00636183,0,0
LOC_Os12g44190,1,0.941681735,1,1
LOC_Os06g06300,0,0.002313274,0,0
LOC_Os07g03840,0,0.000104164,0,0
LOC_Os08g29040,0,2.22e-16,0,0
LOC_Os02g40510,0,0.717401732,0,0
LOC_Os07g38810,0,0.001654753,0,0
LOC_Os07g14490,0,0.083671961,0,0
LOC_Os10g38610,0,1.0,1,1
LOC_Os11g07100,0,2.22e-16,0,0
LOC_Os10g08474,0,2.06e-13,0,0
LOC_Os03g08960,0,0.9998,1,1
LOC_Os02g09200,0,0.029079256,0,0
LOC_Os07g38930,0,0.017205866,0,0
LOC_Os05g45880,0,0.988257904,1,1
LOC_Os01g62860,0,0.997875192,1,1
LOC_Os05g44180,0,0.0003,0,0
LOC_Os10g01390,0,0.001194818,0,0
LOC_Os01g59930,0,0.008501226,0,0
LOC_Os05g51530,0,1.0,1,1
LOC_Os02g13780,0,2.22e-16,0,0
LOC_Os06g18140,1,1.0,1,1
LOC_Os01g49710,1,1.0,1,1
LOC_Os12g09000,0,0.224071688,0,0
LOC_Os05g45090,0,0.48523407,0,0
LOC_Os04g50850,0,0.000297318,0,0
LOC_Os02g40830,1,0.904985616,1,1
LOC_Os01g08330,0,0.0001,0,0
LOC_Os05g28180,0,1.0,1,1
LOC_Os01g21850,0,0.794909313,1,0
LOC_Os07g31290,0,0.036661008,0,0
LOC_Os10g38350,0,1.0,1,1
LOC_Os12g30300,0,0.33088302,0,0
LOC_Os04g11830,0,0.97986651,1,1
LOC_Os02g04270,0,0.007149732,0,0
LOC_Os02g03110,0,2.22e-16,0,0
LOC_Os07g33921,0,2.22e-16,0,0
LOC_Os12g17880,0,0.997392701,1,1
LOC_Os05g39530,0,2.22e-16,0,0
LOC_Os07g25024,0,2.22e-16,0,0
LOC_Os11g07140,0,2.22e-16,0,0
LOC_Os08g23150,0,0.99888717,1,1
LOC_Os07g30090,0,0.9999,1,1
LOC_Os04g58800,0,0.360921491,0,0
LOC_Os08g32085,0,0.995495105,1,1
LOC_Os05g19630,0,0.086775414,0,0
LOC_Os12g26470,0,2.22e-16,0,0
LOC_Os04g04980,0,0.686973001,0,0
LOC_Os06g11920,0,0.022406142,0,0
LOC_Os02g56540,0,0.116676286,0,0
LOC_Os12g35350,0,0.089433355,0,0
LOC_Os01g57946,0,0.036043435,0,0
LOC_Os03g18520,0,3.66e-16,0,0
LOC_Os08g23720,0,0.106270326,0,0
LOC_Os04g12980,0,0.978550549,1,1
LOC_Os04g25380,0,0.933121458,1,1
LOC_Os10g38489,0,1.0,1,1
LOC_Os08g42980,0,2.22e-16,0,0
LOC_Os02g51470,0,0.061810357,0,0
LOC_Os01g37760,0,1.0,1,1
LOC_Os03g28300,0,0.152956722,0,0
LOC_Os06g46670,0,0.513928892,0,0
LOC_Os04g30370,0,0.666632125,0,0
LOC_Os12g28590,0,0.999313183,1,1
LOC_Os08g37960,0,1.0,1,1
LOC_Os03g49800,0,0.42480945,0,0
LOC_Os12g13030,0,0.007164342,0,0
LOC_Os05g50180,1,0.891510801,1,1
LOC_Os03g56970,0,2.22e-16,0,0
LOC_Os03g55040,0,0.001308653,0,0
LOC_Os01g57100,0,0.07705531,0,0
LOC_Os10g10990,0,0.717614865,0,0
LOC_Os02g57770,0,1.0,1,1
LOC_Os03g22890,0,0.000398863,0,0
LOC_Os10g19160,0,0.041436705,0,0
LOC_Os04g55480,0,2.22e-16,0,0
LOC_Os01g13770,0,0.56445611,0,0
LOC_Os12g08280,0,0.974740485,1,1
LOC_Os01g11570,0,0.215869196,0,0
LOC_Os04g54120,0,0.297564562,0,0
LOC_Os03g62730,0,0.969365467,1,1
LOC_Os09g32532,0,0.016786014,0,0
LOC_Os02g03620,0,0.202130285,0,0
LOC_Os04g25970,0,1.0,1,1
LOC_Os01g64730,0,0.9998,1,1
LOC_Os06g30320,0,2.22e-16,0,0
LOC_Os07g41090,0,2.22e-16,0,0
LOC_Os06g20110,0,2.22e-16,0,0
LOC_Os02g50830,0,0.039202009,0,0
LOC_Os01g27160,0,0.1884772,0,0
LOC_Os07g03910,0,0.006953423,0,0
LOC_Os06g38980,0,0.409447346,0,0
LOC_Os11g07170,0,0.225686035,0,0
LOC_Os08g05590,0,1.0,1,1
LOC_Os01g49350,0,0.057376992,0,0
LOC_Os06g11860,0,0.986071095,1,1
LOC_Os04g35060,0,0.010902161,0,0
LOC_Os07g32460,0,0.001434611,0,0
LOC_Os01g08100,0,0.90079819,1,1
LOC_Os09g38700,0,0.028381784,0,0
LOC_Os02g07840,0,1.0,1,1
LOC_Os11g06780,0,0.004288836,0,0
LOC_Os01g55440,0,2.22e-16,0,0
LOC_Os07g28480,0,1.0,1,1
LOC_Os02g03400,0,0.293758519,0,0
LOC_Os08g15266,0,0.13614447,0,0
LOC_Os02g48000,0,0.016011344,0,0
LOC_Os04g48410,0,0.013126226,0,0
LOC_Os07g46630,0,0.954348127,1,1
LOC_Os10g38470,1,1.0,1,1
LOC_Os09g24412,0,2.22e-16,0,0
LOC_Os02g11700,0,0.205685053,0,0
LOC_Os07g22600,1,0.874724891,1,1
LOC_Os07g37320,0,0.749743946,0,0
LOC_Os02g06910,0,1.0,1,1
LOC_Os04g33370,0,0.14333123,0,0
LOC_Os05g08990,0,0.0001,0,0
LOC_Os08g42560,0,0.888395217,1,1
LOC_Os10g38630,0,0.988579203,1,1
LOC_Os12g06810,0,0.411702849,0,0
LOC_Os07g46160,0,0.0001,0,0
LOC_Os05g39080,0,0.969593438,1,1
LOC_Os12g37410,0,1.0,1,1
LOC_Os05g03130,0,0.000218825,0,0
LOC_Os11g28350,0,0.298637645,0,0
LOC_Os03g20230,0,2.22e-16,0,0
LOC_Os11g44860,0,0.010486242,0,0
LOC_Os10g33690,0,0.117752783,0,0
LOC_Os12g01040,0,0.474430433,0,0
LOC_Os05g06840,0,0.010179705,0,0
LOC_Os05g26820,0,0.305650147,0,0
LOC_Os09g38380,0,0.005718145,0,0
LOC_Os11g28340,0,0.139883589,0,0
LOC_Os11g47820,0,0.183092249,0,0
LOC_Os05g31780,0,0.609933505,0,0
LOC_Os01g62880,0,1.0,1,1
LOC_Os03g05470,0,0.002203193,0,0
LOC_Os02g57040,1,0.802509139,1,1
LOC_Os03g24020,0,0.000299999,0,0
LOC_Os03g56130,0,0.004145673,0,0
LOC_Os12g41956,0,0.007030481,0,0
LOC_Os09g06499,0,0.99869669,1,1
LOC_Os04g37570,0,2.22e-16,0,0
LOC_Os02g11110,0,0.996906071,1,1
LOC_Os10g42670,1,1.0,1,1
LOC_Os04g46190,0,2.22e-16,0,0
LOC_Os08g06550,0,0.087016545,0,0
LOC_Os03g17100,0,2.22e-16,0,0
LOC_Os02g10740,0,0.95471334,1,1
LOC_Os01g08780,0,0.173099981,0,0
LOC_Os04g12900,0,4.42e-12,0,0
LOC_Os03g53920,0,0.000757759,0,0
LOC_Os03g42320,0,0.000300298,0,0
LOC_Os04g51450,0,1.0,1,1
LOC_Os10g38600,0,1.0,1,1
LOC_Os06g34020,0,0.002221466,0,0
LOC_Os03g27190,0,0.030360676,0,0
LOC_Os12g26940,0,1.0,1,1
LOC_Os03g53340,0,0.110774955,0,0
LOC_Os03g05160,0,0.000430285,0,0
LOC_Os06g39240,0,0.504173821,0,0
LOC_Os04g16826,0,0.045972763,0,0
LOC_Os02g39090,0,0.985125028,1,1
LOC_Os08g31830,0,0.319114255,0,0
LOC_Os01g16520,0,0.975642346,1,1
LOC_Os08g08080,0,0.012747065,0,0
LOC_Os07g47820,0,0.014787546,0,0
LOC_Os02g10140,0,0.999799046,1,1
LOC_Os11g15190,0,0.0001,0,0
LOC_Os05g36090,0,0.047384878,0,0
LOC_Os01g72140,1,1.0,1,1
LOC_Os05g34540,0,0.414959937,0,0
LOC_Os12g06520,0,0.996991548,1,1
LOC_Os09g36830,0,2.22e-16,0,0
LOC_Os04g57790,0,0.276517805,0,0
LOC_Os10g21810,0,0.179749881,0,0
LOC_Os10g38780,0,1.0,1,1
LOC_Os06g39880,0,0.296320043,0,0
LOC_Os02g54690,0,2.22e-16,0,0
LOC_Os01g54080,0,0.555800916,0,0
LOC_Os08g09340,0,0.92320562,1,1
LOC_Os02g50330,0,0.005241642,0,0
LOC_Os04g45950,0,0.983246674,1,1
LOC_Os07g14820,0,2.22e-16,0,0
LOC_Os07g38800,0,2.22e-16,0,0
LOC_Os08g09190,0,0.0007,0,0
LOC_Os08g13420,0,0.00487887,0,0
LOC_Os02g40180,0,2.22e-16,0,0
LOC_Os04g48520,0,0.001596392,0,0
LOC_Os04g25440,0,0.966233028,1,1
LOC_Os01g70380,0,0.852610097,1,1
LOC_Os01g71400,0,0.030829175,0,0
LOC_Os04g33690,0,0.02679578,0,0
LOC_Os07g49520,0,0.098758643,0,0
LOC_Os03g57950,0,0.77323685,1,0
LOC_Os02g29040,0,0.033350154,0,0
LOC_Os07g30610,0,0.078286815,0,0
LOC_Os03g16500,0,2.22e-16,0,0
LOC_Os04g38220,0,0.348505476,0,0
LOC_Os04g53770,0,0.366825667,0,0
LOC_Os07g49230,0,2.33e-16,0,0
LOC_Os10g07270,0,0.004227066,0,0
LOC_Os06g47130,0,0.321304985,0,0
LOC_Os11g01140,0,0.020801653,0,0
LOC_Os04g30160,0,2.22e-16,0,0
LOC_Os09g37890,0,3.65e-16,0,0
LOC_Os09g30510,0,0.999999999,1,1
LOC_Os02g57630,0,0.53337193,0,0
LOC_Os09g24200,0,0.997785132,1,1
LOC_Os12g02960,0,0.709870604,0,0
LOC_Os09g34010,0,0.002279127,0,0
LOC_Os09g37120,0,0.15328963,0,0
LOC_Os06g30500,0,1.0,1,1
LOC_Os04g36810,0,1.0,1,1
LOC_Os02g35140,0,1.0,1,1
LOC_Os04g34360,0,0.001023629,0,0
LOC_Os11g31190,1,0.944842104,1,1
LOC_Os12g41950,0,1.0,1,1
LOC_Os05g13620,0,0.370340124,0,0
LOC_Os05g25640,0,0.557555363,0,0
LOC_Os12g08730,0,0.422297522,0,0
LOC_Os10g29540,0,0.210548573,0,0
LOC_Os05g19040,0,0.307945418,0,0
LOC_Os05g31110,0,2.22e-16,0,0
LOC_Os10g36848,0,0.720913916,0,0
LOC_Os07g30620,0,0.012775953,0,0
LOC_Os02g27310,0,0.731986167,0,0
LOC_Os05g47950,0,0.349766305,0,0
LOC_Os07g29410,0,0.98421489,1,1
LOC_Os03g47770,0,0.025865405,0,0
LOC_Os01g72160,0,0.896929314,1,1
LOC_Os04g53170,0,0.984350048,1,1
LOC_Os12g43620,0,0.999499377,1,1
LOC_Os09g23140,0,0.002192145,0,0
LOC_Os07g04850,0,0.0002,0,0
LOC_Os04g35190,0,2.22e-16,0,0
LOC_Os01g02290,0,0.82262165,1,1
LOC_Os02g42160,0,2.22e-16,0,0
LOC_Os03g18840,0,0.556606479,0,0
LOC_Os08g06630,0,0.0001,0,0
LOC_Os06g22560,0,2.22e-16,0,0
LOC_Os10g38720,0,1.0,1,1
LOC_Os10g39310,0,2.22e-16,0,0
LOC_Os01g18420,0,0.003880128,0,0
LOC_Os02g03550,0,1.0,1,1
LOC_Os02g12440,0,0.0001,0,0
LOC_Os03g37080,0,0.198350103,0,0
LOC_Os01g56320,0,0.000200001,0,0
LOC_Os11g11760,0,0.322680609,0,0
LOC_Os03g61920,0,0.593216075,0,0
LOC_Os09g24990,0,0.953646523,1,1
LOC_Os08g34190,0,0.074987683,0,0
LOC_Os12g04440,0,0.380763671,0,0
LOC_Os04g57380,0,0.688061827,0,0
LOC_Os01g40094,1,0.999699987,1,1
LOC_Os02g08010,0,0.430384661,0,0
LOC_Os02g53140,0,2.22e-16,0,0
LOC_Os02g53200,0,0.000500051,0,0
LOC_Os04g10750,0,0.02097727,0,0
LOC_Os10g25770,0,2.22e-16,0,0
LOC_Os08g15270,0,2.22e-16,0,0
LOC_Os06g11270,0,1.0,1,1
LOC_Os06g39960,0,0.002127422,0,0
LOC_Os10g08319,1,0.997897756,1,1
LOC_Os06g44380,0,0.163882734,0,0
LOC_Os07g43730,0,2.22e-16,0,0
LOC_Os06g05050,0,3.61e-16,0,0
LOC_Os01g72250,0,2.22e-16,0,0
LOC_Os09g25570,0,0.000719919,0,0
LOC_Os01g10590,0,5.84e-16,0,0
LOC_Os06g15420,0,0.000600325,0,0
LOC_Os11g08200,0,2.22e-16,0,0
LOC_Os01g42250,0,0.999193188,1,1
LOC_Os09g36900,0,2.22e-16,0,0
LOC_Os11g03860,0,0.792171043,1,0
LOC_Os09g39780,0,0.24534263,0,0
LOC_Os07g33630,0,1.0,1,1
LOC_Os06g51510,0,0.0001,0,0
LOC_Os02g09510,0,0.99974661,1,1
LOC_Os10g31000,0,0.674202844,0,0
LOC_Os02g33000,0,0.003500244,0,0
LOC_Os02g15550,0,0.995655273,1,1
LOC_Os07g32040,0,2.22e-16,0,0
LOC_Os09g20090,0,0.999200061,1,1
LOC_Os04g09800,0,0.000626712,0,0
LOC_Os01g09000,0,0.024158182,0,0
LOC_Os06g39070,0,0.998932508,1,1
LOC_Os11g25454,0,1.0,1,1
LOC_Os09g25540,0,2.22e-16,0,0
LOC_Os04g57520,0,0.0008,0,0
LOC_Os06g04270,0,1.0,1,1
LOC_Os10g40570,0,0.698621856,0,0
LOC_Os09g03680,0,0.007184363,0,0
LOC_Os04g47690,0,0.891925251,1,1
LOC_Os11g34305,0,0.029661743,0,0
LOC_Os10g28660,0,0.01605672,0,0
LOC_Os11g36160,0,2.22e-16,0,0
LOC_Os07g10400,0,2.22e-16,0,0
LOC_Os06g44880,0,0.000322478,0,0
LOC_Os05g34150,0,0.994061083,1,1
LOC_Os10g33640,0,2.22e-16,0,0
LOC_Os03g49180,0,0.000600003,0,0
LOC_Os09g37949,0,0.437475445,0,0
LOC_Os07g35510,0,0.551245791,0,0
LOC_Os02g58090,0,0.429058238,0,0
LOC_Os03g02290,0,0.023234027,0,0
LOC_Os04g57390,0,0.994211418,1,1
LOC_Os05g31170,0,2.22e-16,0,0
LOC_Os01g72130,0,0.78243972,1,0
LOC_Os03g09980,1,1.0,1,1
LOC_Os05g09650,0,0.795313095,1,0
LOC_Os05g32310,0,1.0,1,1
LOC_Os02g03294,0,0.51025447,0,0
LOC_Os01g51570,0,0.826852087,1,1
LOC_Os05g34770,0,0.999983967,1,1
LOC_Os04g18010,0,2.22e-16,0,0
LOC_Os02g07980,0,0.000102186,0,0
LOC_Os04g55800,0,0.95553287,1,1
LOC_Os07g22534,0,2.22e-16,0,0
LOC_Os04g44240,0,0.551552771,0,0
LOC_Os03g12950,0,0.002056619,0,0
LOC_Os03g46660,0,0.110133126,0,0
LOC_Os10g11200,0,0.752166897,0,0
LOC_Os03g53110,0,0.653267092,0,0
LOC_Os03g53350,0,0.934247467,1,1
LOC_Os12g02130,0,0.135982039,0,0
LOC_Os09g25090,0,0.014624874,0,0
LOC_Os10g38660,0,1.0,1,1
LOC_Os05g02300,0,2.22e-16,0,0
LOC_Os06g43304,0,0.392689769,0,0
LOC_Os12g01922,0,0.065092211,0,0
LOC_Os03g63690,0,0.127553278,0,0
LOC_Os02g35310,0,0.000193336,0,0
LOC_Os08g38130,0,0.468017988,0,0
LOC_Os03g45170,0,0.91480951,1,1
LOC_Os05g46230,0,0.67113885,0,0
LOC_Os11g36030,0,0.000898793,0,0
LOC_Os01g68810,0,0.01563456,0,0
LOC_Os12g03990,0,0.008154695,0,0
LOC_Os03g10780,0,0.155604958,0,0
LOC_Os01g61190,0,0.36689941,0,0
LOC_Os11g07250,0,0.0001,0,0
LOC_Os04g53220,0,2.22e-16,0,0
LOC_Os09g34910,0,2.22e-16,0,0
LOC_Os11g35500,0,2.22e-16,0,0
LOC_Os01g43390,0,0.005059032,0,0
LOC_Os04g25990,0,0.207460716,0,0
LOC_Os12g41962,0,0.001727596,0,0
LOC_Os02g49950,0,2.22e-16,0,0
LOC_Os02g12600,0,0.13119754,0,0
LOC_Os09g30414,0,0.0001,0,0
LOC_Os07g39900,0,0.003224891,0,0
LOC_Os02g11130,0,0.652115874,0,0
LOC_Os04g48770,0,0.070701768,0,0
LOC_Os12g19090,0,0.608119511,0,0
LOC_Os07g06470,0,0.836048581,1,1
LOC_Os12g07730,0,0.934078855,1,1
LOC_Os02g01180,0,0.865183539,1,1
LOC_Os06g30830,0,0.93194937,1,1
LOC_Os02g34080,0,0.003029295,0,0
LOC_Os04g36054,0,1.0,1,1
LOC_Os08g17370,0,0.529768386,0,0
LOC_Os01g02120,0,0.0003,0,0
LOC_Os02g14540,0,0.018902995,0,0
LOC_Os04g16818,0,2.44e-16,0,0
LOC_Os08g32650,0,0.977535953,1,1
LOC_Os03g28400,0,0.001387875,0,0
LOC_Os07g26540,0,2.22e-16,0,0
LOC_Os10g08022,0,0.068519551,0,0
LOC_Os09g07300,0,2.22e-16,0,0
LOC_Os02g41500,0,2.22e-16,0,0
LOC_Os05g07030,0,0.330321073,0,0
LOC_Os02g42290,0,0.013753126,0,0
LOC_Os06g41560,0,0.999500044,1,1
LOC_Os03g15550,0,0.255976891,0,0
LOC_Os03g01120,0,0.967636542,1,1
LOC_Os01g12860,0,0.019922051,0,0
LOC_Os09g24440,0,1.0,1,1
LOC_Os02g35900,0,0.0001,0,0
LOC_Os05g46720,0,0.782561954,1,0
LOC_Os01g22336,0,0.985302441,1,1
LOC_Os10g18480,0,0.983261119,1,1
LOC_Os01g74440,0,3.39e-15,0,0
LOC_Os10g34750,0,0.139777853,0,0
LOC_Os05g33030,0,0.032789273,0,0
LOC_Os12g42370,0,0.213338921,0,0
LOC_Os10g05490,0,2.22e-16,0,0
LOC_Os05g13650,0,0.896009096,1,1
LOC_Os01g04950,0,0.919457912,1,1
LOC_Os10g37240,0,2.22e-16,0,0
LOC_Os02g51300,0,0.038851204,0,0
LOC_Os06g38650,0,2.22e-16,0,0
LOC_Os04g54500,0,9e-15,0,0
LOC_Os05g40150,0,2.22e-16,0,0
LOC_Os12g41220,0,0.134501749,0,0
LOC_Os09g29584,0,0.621177163,0,0
LOC_Os09g27420,0,0.222167197,0,0
LOC_Os11g01050,0,0.665862661,0,0
LOC_Os03g56160,0,2.22e-16,0,0
LOC_Os03g16430,0,0.003014963,0,0
LOC_Os08g08220,0,0.065644734,0,0
LOC_Os07g32600,0,0.002684868,0,0
LOC_Os09g03140,0,0.91139684,1,1
LOC_Os03g06900,0,0.34888946,0,0
LOC_Os12g23190,0,0.128102987,0,0
LOC_Os05g32760,0,0.003478935,0,0
LOC_Os06g13040,0,0.999503955,1,1
LOC_Os09g29200,0,0.987708267,1,1
LOC_Os06g36880,0,0.554962968,0,0
LOC_Os02g23890,0,0.001728615,0,0
LOC_Os08g31700,0,0.9996,1,1
LOC_Os11g26850,1,1.0,1,1
LOC_Os12g36720,0,0.0002,0,0
LOC_Os03g46090,0,0.079832224,0,0
LOC_Os07g36250,0,2.22e-16,0,0
LOC_Os03g59070,0,0.410820497,0,0
LOC_Os08g10570,0,0.997422017,1,1
LOC_Os06g38590,0,2.22e-16,0,0
LOC_Os03g50230,0,0.404617126,0,0
LOC_Os03g03360,0,0.0001,0,0
LOC_Os06g20090,0,0.004977512,0,0
LOC_Os02g30800,0,0.551969778,0,0
LOC_Os08g19160,0,0.050079229,0,0
LOC_Os03g07150,0,0.00083247,0,0
LOC_Os01g70880,0,0.791313749,1,0
LOC_Os10g38740,1,0.968347519,1,1
LOC_Os03g49550,0,0.95555,1,1
LOC_Os07g30690,0,0.998822421,1,1
LOC_Os02g10510,1,0.99783475,1,1
LOC_Os10g38160,0,1.0,1,1
LOC_Os06g08790,0,1.0,1,1
LOC_Os06g29380,0,0.927300873,1,1
LOC_Os05g09360,0,0.008971837,0,0
LOC_Os03g06460,0,0.804711407,1,1
LOC_Os02g56380,0,0.011151044,0,0
LOC_Os08g10450,0,0.005835625,0,0
LOC_Os08g41730,0,0.235499733,0,0
LOC_Os04g52780,0,2.22e-16,0,0
LOC_Os01g64170,0,2.33e-16,0,0
LOC_Os01g08440,0,0.010827137,0,0
LOC_Os08g02700,1,0.999999198,1,1
LOC_Os02g46850,0,0.389919648,0,0
LOC_Os05g49520,0,0.430398879,0,0
LOC_Os02g42700,0,0.310759461,0,0
LOC_Os11g36140,0,2.22e-16,0,0
LOC_Os01g14610,0,0.633412479,0,0
LOC_Os03g57220,1,1.0,1,1
LOC_Os04g58910,0,0.01090069,0,0
LOC_Os02g41480,0,0.004513392,0,0
LOC_Os03g15770,0,0.0001,0,0
LOC_Os04g55410,0,1.0,1,1
LOC_Os01g21940,0,0.312269105,0,0
LOC_Os04g49570,0,0.156204689,0,0
LOC_Os09g32810,0,1.0,1,1
LOC_Os06g10520,0,0.002915681,0,0
LOC_Os04g02730,0,0.926027929,1,1
LOC_Os03g62430,0,2.35e-16,0,0
LOC_Os06g42000,0,0.998096561,1,1
LOC_Os01g24070,0,6.72e-15,0,0
LOC_Os07g22700,0,0.999900002,1,1
LOC_Os01g56070,0,0.0001,0,0
LOC_Os01g74000,0,0.003000622,0,0
LOC_Os03g25490,0,2.22e-16,0,0
LOC_Os06g37080,0,0.996900376,1,1
LOC_Os05g14860,0,0.023550068,0,0
LOC_Os10g06130,0,0.032288359,0,0
LOC_Os07g46440,0,1.47e-15,0,0
LOC_Os03g04250,0,0.028285202,0,0
LOC_Os02g19150,0,0.425759786,0,0
LOC_Os12g42876,1,1.0,1,1
LOC_Os01g72205,0,2.22e-16,0,0
LOC_Os08g34240,0,0.0001,0,0
LOC_Os10g39840,0,1.0,1,1
LOC_Os07g44790,0,0.046520509,0,0
LOC_Os03g13370,0,0.9999,1,1
LOC_Os02g13830,0,6.25e-12,0,0
LOC_Os04g36620,0,2.22e-16,0,0
LOC_Os01g13730,0,0.003217901,0,0
LOC_Os01g48444,0,0.547671471,0,0
LOC_Os01g56670,0,0.007827455,0,0
LOC_Os10g33630,0,0.006811101,0,0
LOC_Os02g51600,0,0.639092937,0,0
LOC_Os06g01210,0,0.000198808,0,0
LOC_Os03g12140,0,0.044334823,0,0
LOC_Os03g04190,0,0.999570361,1,1
LOC_Os04g12080,0,0.004214467,0,0
LOC_Os11g07180,0,2.22e-16,0,0
LOC_Os08g05850,0,0.918607345,1,1
LOC_Os03g12680,0,0.0002,0,0
LOC_Os07g47550,0,0.380811897,0,0
LOC_Os09g32274,0,2.22e-16,0,0
LOC_Os10g05250,0,0.006989721,0,0
LOC_Os05g01030,0,0.073223064,0,0
LOC_Os08g19850,0,0.692873944,0,0
LOC_Os05g42060,0,0.999688674,1,1
LOC_Os08g41890,0,0.998501136,1,1
LOC_Os08g34170,0,0.993880261,1,1
LOC_Os08g07740,0,0.459901595,0,0
LOC_Os05g01450,0,1.31e-15,0,0
LOC_Os03g16080,0,4.99e-12,0,0
LOC_Os12g39980,0,0.020581385,0,0
LOC_Os12g37070,0,2.22e-16,0,0
LOC_Os05g43560,0,0.009420767,0,0
LOC_Os05g40384,0,0.033456908,0,0
