gene,status,prob_rf,prob_logit_Ada,pred_rf,pred_logit_PR,SUM_PR
LOC_Os06g10230,0,0.518707,0.002389206,0,0,0
LOC_Os03g43590,0,0.488096,0.269994807,0,0,0
LOC_Os07g36780,0,0.540898,0.361950827,0,0,0
LOC_Os01g54420,0,0.566865,2.22E-16,0,0,0
LOC_Os08g14990,0,0.517565,0.064867596,0,0,0
LOC_Os07g49330,0,0.47215,0.291011198,0,0,0
LOC_Os04g01740,1,0.809314,0.047187751,1,0,1
LOC_Os03g25930,0,0.480208,2.22E-16,0,0,0
LOC_Os03g22880,0,0.484448,2.22E-16,0,0,0
LOC_Os10g37850,0,0.487019,2.22E-16,0,0,0
LOC_Os10g08550,0,0.555396,0.94648862,0,1,1
LOC_Os12g10740,0,0.457499,0.155867337,0,0,0
LOC_Os05g25390,0,0.495748,0.999999999,0,1,1
LOC_Os03g39150,0,0.494846,0.002232628,0,0,0
LOC_Os06g14190,0,0.468189,0.753614047,0,0,0
LOC_Os02g52920,0,0.476949,2.22E-16,0,0,0
LOC_Os12g01700,0,0.49011,0.860541727,0,1,1
LOC_Os02g29464,0,0.485113,0.670054339,0,0,0
LOC_Os11g04220,0,0.435482,0.883362294,0,1,1
LOC_Os03g11440,0,0.472093,0.522671654,0,0,0
LOC_Os11g43890,0,0.517062,0.168555512,0,0,0
LOC_Os01g06520,0,0.476363,2.22E-16,0,0,0
LOC_Os10g03100,0,0.517912,2.22E-16,0,0,0
LOC_Os08g19650,0,0.478119,0.138436562,0,0,0
LOC_Os01g55830,1,0.832324,0.973936805,1,1,2
LOC_Os04g16776,0,0.565461,2.47E-16,0,0,0
LOC_Os01g74200,1,0.832524,0.969666259,1,1,2
LOC_Os05g05230,0,0.463573,0.013213938,0,0,0
LOC_Os03g51550,0,0.495343,2.22E-16,0,0,0
LOC_Os07g35390,0,0.504648,0.000591829,0,0,0
LOC_Os03g19960,0,0.5084,0.019182767,0,0,0
LOC_Os12g03670,0,0.501425,0.91880923,0,1,1
LOC_Os07g47860,0,0.533558,0.92381917,0,1,1
LOC_Os02g54140,0,0.483826,0.407981097,0,0,0
LOC_Os12g39860,0,0.506485,2.22E-16,0,0,0
LOC_Os07g48100,0,0.501224,0.0149337,0,0,0
LOC_Os01g10504,0,0.516693,0.349523097,0,0,0
LOC_Os03g29740,0,0.486007,0.303440404,0,0,0
LOC_Os11g36150,0,0.549692,2.22E-16,0,0,0
LOC_Os01g46070,0,0.513783,0.999152288,0,1,1
LOC_Os06g51170,0,0.502768,0.00012518,0,0,0
LOC_Os06g10760,0,0.467549,2.22E-16,0,0,0
LOC_Os04g47700,0,0.481074,0.517560078,0,0,0
LOC_Os08g39070,0,0.488007,2.22E-16,0,0,0
LOC_Os01g33090,0,0.518772,0.820717207,0,0,0
LOC_Os03g25120,0,0.475636,0.00556769,0,0,0
LOC_Os05g47690,0,0.540726,0.003065481,0,0,0
LOC_Os06g49460,0,0.493048,0.01291596,0,0,0
LOC_Os06g43570,0,0.500978,0.129077601,0,0,0
LOC_Os07g09310,0,0.522484,1,0,1,1
LOC_Os01g70260,0,0.563745,0.080589075,0,0,0
LOC_Os04g30030,0,0.451576,0.005604152,0,0,0
LOC_Os01g04480,0,0.495369,2.22E-16,0,0,0
LOC_Os04g23620,0,0.504646,2.22E-16,0,0,0
LOC_Os05g50360,0,0.49113,0.976180223,0,1,1
LOC_Os06g12090,0,0.483558,2.22E-16,0,0,0
LOC_Os04g48760,0,0.519388,0.00030974,0,0,0
LOC_Os07g12850,0,0.594335,0.253120113,0,0,0
LOC_Os04g15790,0,0.498546,2.22E-16,0,0,0
LOC_Os09g32800,0,0.461421,0.442860171,0,0,0
LOC_Os02g43550,0,0.494154,1,0,1,1
LOC_Os04g16814,0,0.492394,2.22E-16,0,0,0
LOC_Os02g16620,0,0.528695,0.747647476,0,0,0
LOC_Os01g37980,0,0.497983,0.753444082,0,0,0
LOC_Os03g54890,0,0.513208,0.989932178,0,1,1
LOC_Os09g39540,0,0.454727,1,0,1,1
LOC_Os02g17350,0,0.560611,0.9171988,0,1,1
LOC_Os10g32920,0,0.538861,0.990976942,0,1,1
LOC_Os07g01870,0,0.494916,1,0,1,1
LOC_Os05g05200,0,0.489882,1,0,1,1
LOC_Os12g44150,0,0.430048,0.000918533,0,0,0
LOC_Os08g41960,0,0.515329,0.001039949,0,0,0
LOC_Os04g35290,0,0.524319,0.859462739,0,1,1
LOC_Os08g44480,0,0.534193,1,0,1,1
LOC_Os11g29380,0,0.515205,0.914680442,0,1,1
LOC_Os04g43490,0,0.566432,0.034357627,0,0,0
LOC_Os06g10600,0,0.513969,0.684534905,0,0,0
LOC_Os04g56090,0,0.482144,0.800755147,0,0,0
LOC_Os09g05030,0,0.506259,2.42E-16,0,0,0
LOC_Os04g43540,0,0.549527,0.310687491,0,0,0
LOC_Os03g49210,0,0.475464,0.062514472,0,0,0
LOC_Os09g28610,0,0.532899,0.731832391,0,0,0
LOC_Os12g41270,0,0.587386,2.22E-16,0,0,0
LOC_Os04g42740,0,0.506053,0.311181305,0,0,0
LOC_Os01g59120,0,0.543818,0.997997327,0,1,1
LOC_Os01g41780,0,0.507001,0.018800321,0,0,0
LOC_Os11g01200,0,0.551618,2.22E-16,0,0,0
LOC_Os02g24612,0,0.502165,0.008680528,0,0,0
LOC_Os06g06030,0,0.482006,1.96E-08,0,0,0
LOC_Os06g16390,0,0.503534,0.93843955,0,1,1
LOC_Os12g06910,0,0.542819,2.22E-16,0,0,0
LOC_Os02g46962,0,0.497607,0.971808975,0,1,1
LOC_Os10g27174,0,0.466156,0.966069627,0,1,1
LOC_Os04g57660,0,0.454582,2.22E-16,0,0,0
LOC_Os01g45570,0,0.487644,2.22E-16,0,0,0
LOC_Os01g06720,1,0.804747,0.000799974,1,0,1
LOC_Os02g38060,0,0.447089,2.22E-16,0,0,0
LOC_Os08g41340,0,0.49191,0.211351533,0,0,0
LOC_Os01g42430,0,0.492673,0.04937746,0,0,0
LOC_Os07g01880,0,0.513063,0.00020015,0,0,0
LOC_Os02g21970,0,0.489593,0.032665713,0,0,0
LOC_Os04g21820,0,0.534664,0.174464783,0,0,0
LOC_Os07g49300,0,0.580707,0.206401332,0,0,0
LOC_Os09g34040,0,0.45718,0.030567189,0,0,0
LOC_Os01g62230,0,0.491059,0.999996323,0,1,1
LOC_Os07g04910,0,0.459804,0.080139079,0,0,0
LOC_Os04g52590,0,0.519017,0.077247244,0,0,0
LOC_Os02g02470,0,0.54391,0.890532614,0,1,1
LOC_Os01g04570,0,0.511986,2.22E-16,0,0,0
LOC_Os02g01500,0,0.515755,1,0,1,1
LOC_Os07g41720,0,0.496871,0.008850222,0,0,0
LOC_Os04g55960,0,0.467637,0.009571553,0,0,0
LOC_Os08g02070,0,0.48446,0.467625535,0,0,0
LOC_Os12g03816,0,0.558071,0.282886649,0,0,0
LOC_Os09g24690,0,0.444177,0.452216444,0,0,0
LOC_Os11g09130,0,0.514948,0.236692328,0,0,0
LOC_Os08g20544,0,0.472391,1,0,1,1
LOC_Os09g15770,0,0.524452,0.000900095,0,0,0
LOC_Os09g37230,0,0.52827,0.001213674,0,0,0
LOC_Os06g51310,0,0.493649,0.014611609,0,0,0
LOC_Os01g10710,0,0.578687,0.007323059,0,0,0
LOC_Os02g37862,0,0.480385,1,0,1,1
LOC_Os04g55040,0,0.454548,1,0,1,1
LOC_Os03g62700,0,0.521406,0.912878712,0,1,1
LOC_Os03g26970,0,0.475631,0.038371779,0,0,0
LOC_Os04g57630,0,0.445087,0.001304196,0,0,0
LOC_Os08g36790,0,0.501381,0.0005091,0,0,0
LOC_Os07g30150,1,0.838569,2.22E-16,1,0,1
LOC_Os02g41890,0,0.549377,0.003212471,0,0,0
LOC_Os03g25450,0,0.517783,0.852624188,0,1,1
LOC_Os03g03610,0,0.566104,0.981057431,0,1,1
LOC_Os07g44690,0,0.516028,0.0001,0,0,0
LOC_Os05g35730,0,0.486149,0.063590799,0,0,0
LOC_Os02g02600,0,0.503656,0.00214829,0,0,0
LOC_Os12g03720,0,0.478819,0.144078342,0,0,0
LOC_Os01g27260,0,0.433765,0.644429985,0,0,0
LOC_Os12g03190,0,0.504806,0.060437664,0,0,0
LOC_Os03g48930,0,0.475215,0.997703188,0,1,1
LOC_Os04g42520,0,0.518007,2.22E-16,0,0,0
LOC_Os09g35910,0,0.530901,0.001297767,0,0,0
LOC_Os12g05430,0,0.539757,0.828523791,0,0,0
LOC_Os09g30150,0,0.543769,0.010491218,0,0,0
LOC_Os12g35560,0,0.534208,1,0,1,1
LOC_Os07g07719,0,0.526928,0.31478342,0,0,0
LOC_Os03g60130,0,0.478751,0.0007,0,0,0
LOC_Os04g32710,0,0.485052,0.0000989,0,0,0
LOC_Os06g44910,0,0.53196,0.997520699,0,1,1
LOC_Os01g12420,0,0.509675,0.841998446,0,1,1
LOC_Os06g47320,0,0.495012,0.00030163,0,0,0
LOC_Os05g22260,0,0.510009,0.957413203,0,1,1
LOC_Os04g47580,0,0.52952,0.938281295,0,1,1
LOC_Os11g04520,0,0.468823,0.003502897,0,0,0
LOC_Os11g18170,0,0.452151,1,0,1,1
LOC_Os07g48820,0,0.548005,1,0,1,1
LOC_Os06g38640,0,0.506219,0.000281019,0,0,0
LOC_Os12g43630,0,0.508897,0.917425529,0,1,1
LOC_Os02g40000,0,0.473317,0.04792539,0,0,0
LOC_Os04g54080,0,0.526088,0.127848317,0,0,0
LOC_Os02g07070,0,0.494054,3.21E-13,0,0,0
LOC_Os07g46820,0,0.451098,0.001524093,0,0,0
LOC_Os11g24610,0,0.568559,0.595643291,0,0,0
LOC_Os06g44374,0,0.494209,0.881726481,0,1,1
LOC_Os02g02850,0,0.516828,0.002562075,0,0,0
LOC_Os01g27040,0,0.542572,0.680495778,0,0,0
LOC_Os02g49610,0,0.599565,0.000399947,0,0,0
LOC_Os01g12880,0,0.505389,2.22E-16,0,0,0
LOC_Os10g41470,0,0.524267,0.007337451,0,0,0
LOC_Os07g20610,0,0.495011,0.00242394,0,0,0
LOC_Os02g20430,0,0.47845,1,0,1,1
LOC_Os04g40850,0,0.543988,0.946612749,0,1,1
LOC_Os10g17950,0,0.448062,0.999094559,0,1,1
LOC_Os08g09200,1,0.819728,0.390005467,1,0,1
LOC_Os09g37834,0,0.489109,0.234691875,0,0,0
LOC_Os02g40010,1,0.831158,2.22E-16,1,0,1
LOC_Os03g04980,0,0.512685,0.101728163,0,0,0
LOC_Os08g10300,0,0.534455,0.576053746,0,0,0
LOC_Os12g06670,0,0.46668,2.22E-16,0,0,0
LOC_Os06g39875,0,0.532425,0.834407308,0,1,1
LOC_Os01g66030,0,0.539999,0.550561539,0,0,0
LOC_Os01g45190,0,0.441485,0.048512265,0,0,0
LOC_Os01g48330,0,0.453491,0.006128594,0,0,0
LOC_Os04g33570,0,0.479662,2.22E-16,0,0,0
LOC_Os08g25060,0,0.517221,0.985988039,0,1,1
LOC_Os07g31280,0,0.445434,0.999191454,0,1,1
LOC_Os01g06550,0,0.455382,0.697853191,0,0,0
LOC_Os07g18240,0,0.528724,0.018063246,0,0,0
LOC_Os03g15750,0,0.46004,0.561181576,0,0,0
LOC_Os04g34300,0,0.480591,0.038838174,0,0,0
LOC_Os01g05420,0,0.511602,0.002532005,0,0,0
LOC_Os01g44394,0,0.494232,0.97283107,0,1,1
LOC_Os01g61330,0,0.529872,2.22E-16,0,0,0
LOC_Os05g05620,0,0.493286,0.418162788,0,0,0
LOC_Os08g31810,0,0.5413,0.565716035,0,0,0
LOC_Os03g10210,0,0.52856,0.993771224,0,1,1
LOC_Os03g12150,0,0.45655,0.91076091,0,1,1
LOC_Os07g38940,0,0.5708,2.22E-16,0,0,0
LOC_Os01g43030,0,0.495698,0.162500638,0,0,0
LOC_Os05g38210,0,0.459852,0.010102846,0,0,0
LOC_Os04g58880,0,0.491627,0.000659979,0,0,0
LOC_Os08g18880,0,0.470049,0.114795121,0,0,0
LOC_Os06g22070,0,0.492934,2.22E-16,0,0,0
LOC_Os02g21250,0,0.525228,0.005403372,0,0,0
LOC_Os10g25550,0,0.544715,0.670846122,0,0,0
LOC_Os01g49580,0,0.497168,0.000272348,0,0,0
LOC_Os10g26520,0,0.496334,0.000500001,0,0,0
LOC_Os05g02020,0,0.539505,0.040098941,0,0,0
LOC_Os03g39710,0,0.540636,0.002141563,0,0,0
LOC_Os02g43340,0,0.50248,0.006015984,0,0,0
LOC_Os08g08200,0,0.492342,0.012913507,0,0,0
LOC_Os03g17010,0,0.596681,0.294017271,0,0,0
LOC_Os10g21234,0,0.506572,0.893765541,0,1,1
LOC_Os10g06140,0,0.549616,0.016670395,0,0,0
LOC_Os12g37400,0,0.473206,2.34E-15,0,0,0
LOC_Os08g37350,0,0.511348,0.006524563,0,0,0
LOC_Os01g48810,0,0.484824,2.22E-16,0,0,0
LOC_Os03g22740,0,0.491982,0.018124368,0,0,0
LOC_Os03g59550,0,0.484317,0.593071968,0,0,0
LOC_Os09g33980,0,0.569475,0.948040675,0,1,1
LOC_Os01g66250,0,0.511842,0.997097311,0,1,1
LOC_Os03g36930,0,0.521059,0.14273337,0,0,0
LOC_Os03g03570,0,0.486116,0.000200329,0,0,0
LOC_Os02g50360,0,0.506837,0.000300012,0,0,0
LOC_Os10g09550,0,0.576914,0.883701248,0,1,1
LOC_Os04g01310,0,0.597067,0.86316658,0,1,1
LOC_Os03g19340,0,0.508563,0.000100003,0,0,0
LOC_Os10g38278,0,0.500227,0.999899979,0,1,1
LOC_Os06g03780,0,0.490997,0.277229426,0,0,0
LOC_Os12g41110,0,0.524103,0.91264553,0,1,1
LOC_Os08g02050,0,0.456277,2.22E-16,0,0,0
LOC_Os10g39420,0,0.440932,0.972688372,0,1,1
LOC_Os12g40340,0,0.522009,0.195610773,0,0,0
LOC_Os07g48880,0,0.483958,0.477450816,0,0,0
LOC_Os09g17840,0,0.487755,0.159964533,0,0,0
LOC_Os07g01710,0,0.520326,2.22E-16,0,0,0
LOC_Os07g12630,0,0.530336,0.537726577,0,0,0
LOC_Os09g07900,0,0.515979,2.22E-16,0,0,0
LOC_Os04g46660,1,0.809179,0.999400056,1,1,2
LOC_Os05g34270,0,0.514378,0.08074024,0,0,0
LOC_Os06g06750,0,0.543995,0.135984169,0,0,0
LOC_Os09g29460,0,0.51116,0.001905956,0,0,0
LOC_Os10g41430,0,0.510939,0.999629477,0,1,1
LOC_Os02g21660,1,0.816174,0.001136365,1,0,1
LOC_Os12g41880,0,0.518954,2.22E-16,0,0,0
LOC_Os03g23935,0,0.48285,0.0004,0,0,0
LOC_Os01g63280,0,0.553164,0.988667729,0,1,1
LOC_Os03g62490,0,0.567973,0.009097575,0,0,0
LOC_Os02g12380,0,0.547332,0.993600043,0,1,1
LOC_Os08g38570,0,0.538525,0.009294693,0,0,0
LOC_Os06g02550,0,0.513935,0.088433615,0,0,0
LOC_Os12g37360,0,0.524533,0.632985423,0,0,0
LOC_Os04g36750,1,0.821429,0.999998794,1,1,2
LOC_Os02g27470,0,0.479806,0.976165997,0,1,1
LOC_Os02g45250,0,0.497392,0.063676595,0,0,0
LOC_Os01g04340,0,0.517862,0.532051535,0,0,0
LOC_Os11g08330,0,0.487625,0.0001,0,0,0
LOC_Os09g37800,0,0.518177,0.287957506,0,0,0
LOC_Os02g46350,0,0.571407,1.19E-08,0,0,0
LOC_Os11g41610,0,0.499067,2.22E-16,0,0,0
LOC_Os01g60910,0,0.500826,2.22E-16,0,0,0
LOC_Os11g40140,0,0.527821,0.00181994,0,0,0
LOC_Os07g11010,0,0.481758,0.591551888,0,0,0
LOC_Os04g43140,0,0.476241,0.213113789,0,0,0
LOC_Os01g69110,0,0.504489,1,0,1,1
LOC_Os08g34640,0,0.503707,2.22E-16,0,0,0
LOC_Os07g25680,0,0.469653,0.0002,0,0,0
LOC_Os03g08450,0,0.5147,0.0004,0,0,0
LOC_Os01g07376,0,0.533121,0.961659362,0,1,1
LOC_Os05g40770,0,0.511369,0.970747777,0,1,1
LOC_Os09g34970,0,0.464171,0.0003,0,0,0
LOC_Os09g21110,0,0.543101,2.22E-16,0,0,0
LOC_Os01g04814,0,0.493561,0.998202593,0,1,1
LOC_Os03g10990,0,0.627047,0.105750938,0,0,0
LOC_Os02g05980,0,0.490888,1.85E-14,0,0,0
LOC_Os09g19940,0,0.551151,0.648845891,0,0,0
LOC_Os03g12300,0,0.504295,0.052957833,0,0,0
LOC_Os01g64490,0,0.538226,0.175021461,0,0,0
LOC_Os02g35150,0,0.489185,0.759513993,0,0,0
LOC_Os06g19660,0,0.537275,0.049963672,0,0,0
LOC_Os10g33230,0,0.440178,0.00167536,0,0,0
LOC_Os03g53650,0,0.48166,1,0,1,1
LOC_Os07g33790,0,0.547302,0.992933512,0,1,1
LOC_Os07g08000,0,0.482162,0.080498431,0,0,0
LOC_Os02g13130,0,0.441065,0.027487994,0,0,0
LOC_Os03g26440,0,0.490438,2.22E-16,0,0,0
LOC_Os08g17650,0,0.477493,0.113949352,0,0,0
LOC_Os06g41590,0,0.434623,0.853775373,0,1,1
LOC_Os03g25260,0,0.508257,2.22E-16,0,0,0
LOC_Os01g02360,0,0.506857,0.0001,0,0,0
LOC_Os03g01160,0,0.528996,0.003906273,0,0,0
LOC_Os03g16010,0,0.554602,0.000209598,0,0,0
LOC_Os04g40830,0,0.504733,0.022998941,0,0,0
LOC_Os03g18190,0,0.5513,2.22E-16,0,0,0
LOC_Os07g37750,0,0.519193,0.145042494,0,0,0
LOC_Os04g54330,0,0.479244,0.972246073,0,1,1
LOC_Os07g46540,0,0.532391,0.015465531,0,0,0
LOC_Os01g48000,0,0.4944,0.555769918,0,0,0
LOC_Os06g19960,0,0.564081,0.001466997,0,0,0
LOC_Os04g40880,0,0.469941,0.998898873,0,1,1
LOC_Os02g47410,0,0.527352,2.22E-16,0,0,0
LOC_Os01g15110,0,0.486343,0.004668036,0,0,0
LOC_Os05g01460,0,0.460164,0.019099279,0,0,0
LOC_Os01g05490,1,0.816679,0.953044635,1,1,2
LOC_Os06g01890,0,0.55538,1,0,1,1
LOC_Os04g56400,1,0.825917,0.999899531,1,1,2
LOC_Os01g69970,0,0.562431,0.5293465,0,0,0
LOC_Os03g18690,0,0.469528,0.013073043,0,0,0
LOC_Os12g01430,0,0.515678,0.007382913,0,0,0
LOC_Os12g36180,0,0.472074,0.95068213,0,1,1
LOC_Os04g56780,0,0.52626,0.006008722,0,0,0
LOC_Os07g41370,0,0.51916,0.346611612,0,0,0
LOC_Os02g25580,0,0.562938,0.60609618,0,0,0
LOC_Os04g38340,0,0.539819,2.22E-16,0,0,0
LOC_Os09g33910,0,0.558648,0.9999,0,1,1
LOC_Os04g47270,0,0.444611,0.0001,0,0,0
LOC_Os03g44310,0,0.530163,0.000500586,0,0,0
LOC_Os11g46950,0,0.481081,0.002530571,0,0,0
LOC_Os02g42320,0,0.488336,0.035388539,0,0,0
LOC_Os03g37984,0,0.484434,0.953574386,0,1,1
LOC_Os01g39600,0,0.493711,0.984946379,0,1,1
LOC_Os03g49640,0,0.480634,0.765166973,0,0,0
LOC_Os08g39590,0,0.554265,0.029951326,0,0,0
LOC_Os03g44900,0,0.498979,0.993194895,0,1,1
LOC_Os04g45670,0,0.511526,2.22E-16,0,0,0
LOC_Os04g28780,0,0.519038,0.99034012,0,1,1
LOC_Os03g15650,0,0.499046,0.0002,0,0,0
LOC_Os01g40840,0,0.503022,2.22E-16,0,0,0
LOC_Os03g07880,0,0.502969,0.546895204,0,0,0
LOC_Os12g04290,0,0.521241,7.1E-15,0,0,0
LOC_Os06g36700,0,0.499808,0.028334935,0,0,0
LOC_Os09g26180,0,0.50089,0.001361668,0,0,0
LOC_Os05g07690,0,0.515439,0.999799812,0,1,1
LOC_Os03g06910,0,0.547789,0.050763945,0,0,0
LOC_Os06g39640,0,0.483014,0.003151443,0,0,0
LOC_Os07g02780,0,0.526773,2.22E-16,0,0,0
LOC_Os03g13614,0,0.474945,0.003111075,0,0,0
LOC_Os05g22920,0,0.49503,0.089215141,0,0,0
LOC_Os01g53600,0,0.51054,0.752272127,0,0,0
LOC_Os03g27990,0,0.534924,0.04259774,0,0,0
LOC_Os03g57510,0,0.513689,0.076762037,0,0,0
LOC_Os07g44970,0,0.526115,0.531712111,0,0,0
LOC_Os08g10070,0,0.509645,0.000883496,0,0,0
LOC_Os10g36870,0,0.478895,2.22E-16,0,0,0
LOC_Os04g55590,0,0.515111,0.046791272,0,0,0
LOC_Os03g61010,0,0.490782,2.22E-16,0,0,0
LOC_Os07g40260,0,0.514196,0.015049316,0,0,0
LOC_Os03g18410,0,0.478482,0.4236152,0,0,0
LOC_Os10g35580,0,0.479601,0.99385546,0,1,1
LOC_Os02g55410,0,0.532112,2.22E-16,0,0,0
LOC_Os02g49800,0,0.547838,0.590008582,0,0,0
LOC_Os01g68750,0,0.480725,0.966027407,0,1,1
LOC_Os02g05940,0,0.588278,0.971545921,0,1,1
LOC_Os12g41400,0,0.515631,0.001203226,0,0,0
LOC_Os07g07230,0,0.498879,0.00154105,0,0,0
LOC_Os09g26160,0,0.492702,2.22E-16,0,0,0
LOC_Os07g07020,0,0.522324,2.22E-16,0,0,0
LOC_Os10g42950,0,0.513033,4.24E-09,0,0,0
LOC_Os04g54180,0,0.517939,1,0,1,1
LOC_Os09g17830,0,0.529006,0.011362955,0,0,0
LOC_Os12g34320,0,0.480075,0.054767421,0,0,0
LOC_Os04g18030,0,0.576891,0.052356494,0,0,0
LOC_Os01g52680,0,0.474249,0.071356253,0,0,0
LOC_Os07g10256,0,0.493489,0.979555029,0,1,1
LOC_Os10g02284,0,0.58512,0.91630487,0,1,1
LOC_Os01g05960,0,0.556945,0.0002,0,0,0
LOC_Os01g65230,0,0.544281,2.22E-16,0,0,0
LOC_Os12g42520,0,0.501352,2.22E-16,0,0,0
LOC_Os02g05950,0,0.49465,0.894377276,0,1,1
LOC_Os01g10450,0,0.504674,2.42E-14,0,0,0
LOC_Os06g47750,0,0.531168,2.22E-16,0,0,0
LOC_Os04g48070,0,0.48527,0.509526866,0,0,0
LOC_Os05g05860,0,0.520438,0.000599995,0,0,0
LOC_Os07g08860,0,0.536598,0.107921484,0,0,0
LOC_Os11g39450,0,0.49517,3.95E-12,0,0,0
LOC_Os06g50340,0,0.53384,3.39E-16,0,0,0
LOC_Os01g55700,0,0.523165,0.063117687,0,0,0
LOC_Os09g36450,0,0.534508,0.996208709,0,1,1
LOC_Os05g09490,0,0.492196,0.971160267,0,1,1
LOC_Os03g11614,0,0.484719,0.001617434,0,0,0
LOC_Os01g17402,0,0.444256,0.769311801,0,0,0
LOC_Os01g65070,0,0.56242,0.004500201,0,0,0
LOC_Os02g05930,0,0.501328,0.035114469,0,0,0
LOC_Os02g42040,0,0.513811,0.9999,0,1,1
LOC_Os03g27310,0,0.495712,0.872462245,0,1,1
LOC_Os01g36390,0,0.49208,0.796083336,0,0,0
LOC_Os04g42140,1,0.810039,0.756425206,1,0,1
LOC_Os03g54091,0,0.47359,0.916702695,0,1,1
LOC_Os02g13965,0,0.494303,0.244914203,0,0,0
LOC_Os11g05880,0,0.504635,0.038363094,0,0,0
LOC_Os03g58810,0,0.574022,2.22E-16,0,0,0
LOC_Os06g40560,0,0.584936,0.950632967,0,1,1
LOC_Os06g02390,0,0.487525,2.22E-16,0,0,0
LOC_Os05g24601,0,0.471924,0.137238188,0,0,0
LOC_Os01g05640,0,0.514369,0.001406462,0,0,0
LOC_Os01g34190,0,0.466964,0.003098925,0,0,0
LOC_Os03g53700,0,0.532711,0.004782119,0,0,0
LOC_Os01g59530,0,0.486337,0.94420421,0,1,1
LOC_Os05g34940,0,0.47654,0.771435199,0,0,0
LOC_Os06g21340,0,0.507931,0.000600838,0,0,0
LOC_Os01g16810,0,0.51026,0.995375338,0,1,1
LOC_Os05g48422,0,0.506667,0.278007134,0,0,0
LOC_Os02g02960,0,0.579007,0.053157398,0,0,0
LOC_Os12g13590,0,0.499077,0.973801685,0,1,1
LOC_Os08g30480,0,0.46285,0.003259642,0,0,0
LOC_Os03g21840,0,0.47837,2.22E-16,0,0,0
LOC_Os02g55880,0,0.499593,0.000724032,0,0,0
LOC_Os03g45420,0,0.461805,0.349149077,0,0,0
LOC_Os06g11420,0,0.5081,0.989412163,0,1,1
LOC_Os03g50810,0,0.483307,2.22E-16,0,0,0
LOC_Os01g42530,0,0.557615,0.872878996,0,1,1
LOC_Os07g43900,0,0.482282,0.450689411,0,0,0
LOC_Os10g33060,0,0.520963,2.22E-16,0,0,0
LOC_Os06g23190,0,0.533955,0.0001,0,0,0
LOC_Os03g02580,0,0.482236,2.22E-16,0,0,0
LOC_Os07g39320,0,0.461617,0.003086211,0,0,0
LOC_Os06g43270,0,0.48018,2.22E-16,0,0,0
LOC_Os08g10320,0,0.490583,0.014244338,0,0,0
LOC_Os01g42350,0,0.460294,0.920883224,0,1,1
LOC_Os12g40130,0,0.566334,2.22E-16,0,0,0
LOC_Os01g43630,0,0.509653,0.823272078,0,0,0
LOC_Os05g02040,0,0.550892,0.273557487,0,0,0
LOC_Os04g34330,0,0.520357,0.554781417,0,0,0
LOC_Os02g16040,0,0.447344,0.995050109,0,1,1
LOC_Os08g41110,0,0.522269,0.000300001,0,0,0
LOC_Os10g41220,0,0.515379,2.22E-16,0,0,0
LOC_Os04g56640,0,0.49402,0.435655098,0,0,0
LOC_Os07g43350,0,0.468561,0.79103154,0,0,0
LOC_Os03g03164,0,0.506649,0.0001,0,0,0
LOC_Os01g47840,0,0.530237,0.948857268,0,1,1
LOC_Os03g13860,0,0.502793,0.047673062,0,0,0
LOC_Os09g33986,0,0.503943,1,0,1,1
LOC_Os04g47300,0,0.526951,0.926402615,0,1,1
LOC_Os04g42600,0,0.516196,0.0002,0,0,0
LOC_Os01g62080,0,0.498268,2.22E-16,0,0,0
LOC_Os06g49840,0,0.521823,0.885972497,0,1,1
LOC_Os05g51700,0,0.474497,0.367043717,0,0,0
LOC_Os10g12620,0,0.473189,2.22E-16,0,0,0
LOC_Os12g42150,0,0.452656,0.438134004,0,0,0
LOC_Os05g08810,1,0.813816,0.000449983,1,0,1
LOC_Os12g06020,0,0.52881,0.002455812,0,0,0
LOC_Os01g60790,0,0.445954,0.99698059,0,1,1
LOC_Os03g29460,0,0.512454,3.27E-11,0,0,0
LOC_Os02g48740,0,0.504059,1,0,1,1
LOC_Os02g07890,0,0.49253,0.027726283,0,0,0
LOC_Os07g37350,0,0.478904,0.000900559,0,0,0
LOC_Os08g39210,0,0.47882,0.979172706,0,1,1
LOC_Os03g63940,0,0.544367,0.013093685,0,0,0
LOC_Os02g08544,0,0.490146,0.76585544,0,0,0
LOC_Os05g45210,0,0.498825,0.309805995,0,0,0
LOC_Os07g43560,0,0.58585,0.186144693,0,0,0
LOC_Os03g56280,0,0.516719,0.750843079,0,0,0
LOC_Os01g26210,0,0.515114,0.542941021,0,0,0
LOC_Os07g40550,0,0.582953,0.125907399,0,0,0
LOC_Os03g18500,0,0.492887,2.22E-16,0,0,0
LOC_Os09g30310,0,0.474944,0.013058775,0,0,0
LOC_Os01g51154,0,0.506307,0.467567354,0,0,0
LOC_Os06g04500,0,0.524866,3.61E-16,0,0,0
LOC_Os01g36500,0,0.542928,0.253639935,0,0,0
LOC_Os04g52760,0,0.498462,0.384659164,0,0,0
LOC_Os04g54350,0,0.528808,2.22E-16,0,0,0
LOC_Os05g07420,1,0.82537,0.79314476,1,0,1
LOC_Os08g17410,0,0.487612,0.004124654,0,0,0
LOC_Os11g47140,0,0.512211,2.22E-16,0,0,0
LOC_Os04g32550,0,0.520361,0.0002,0,0,0
LOC_Os09g37860,0,0.516029,0.003299182,0,0,0
LOC_Os02g27950,0,0.467563,2.22E-16,0,0,0
