preds_list2[[1]]$genes	prob_lda	prob_svm	prob_logit	pred_lda	pred_svm	pred_logit
LOC_Os07g38760	0.179036657345462	0.182702544133384	0.402196952549792	0	0	0
LOC_Os12g06660	0.131445509724954	0.706804164776035	0.895966254073271	0	0	0
LOC_Os02g44642	0.15857047242408	0.283214971687292	0.93511537671371	0	0	0
LOC_Os07g38120	0.428038036166719	0.147974151880363	0.66619960332139	0	0	0
LOC_Os01g43410	0.33120233707748	0.138753294813714	0.648333197008801	0	0	0
LOC_Os03g57340	0.514800789677309	0.253438140137186	0.446537937872374	0	0	0
LOC_Os03g46770	0.226871914108673	0.205450653022815	0.855251021309521	0	0	0
LOC_Os02g49980	0.948500431817469	0.160068782620528	0.683539566281378	0	0	0
LOC_Os08g37800	0.497827130195889	0.14867840388442	0.544108788021567	0	0	0
LOC_Os10g10500	0.168023602301101	0.398102994343649	0.948671722179806	0	0	0
LOC_Os08g03150	0.301439122569974	0.511173531536354	0.381079035634309	0	0	0
LOC_Os10g30420	0.682018110332688	0.0430577172928438	0.753985607453442	0	1	0
LOC_Os05g07740	0.75660421937443	0.112603621171402	0.965886194327155	0	0	0
LOC_Os10g05180	0.516853167864368	0.447864712586411	0.362000899981169	0	0	0
LOC_Os01g61590	0.724858149551123	0.107893801827494	0.539353427510941	0	0	0
LOC_Os05g14730	0.020488743599703	0.244886534417802	0.652177846251491	1	0	0
LOC_Os05g06770	0.547617547816495	0.0665634124902446	0.228308893672809	0	1	0
LOC_Os06g06460	0.84010015784407	0.161407728181922	0.710133131664268	0	0	0
LOC_Os06g42800	0.251079722833491	0.327100795189131	0.341369868635158	0	0	0
LOC_Os03g27450	0.73541828053086	0.168502528315747	0.725588544164674	0	0	0
LOC_Os01g13800	0.731659638072272	0.0677453266414121	0.863773496199922	0	1	0
LOC_Os05g34390	0.670730522320871	0.0951414350481967	0.413850993579137	0	1	0
LOC_Os01g69130	0.658728308660082	0.0997919441095076	0.0811499892237997	0	1	1
LOC_Os01g51380	0.451434466022527	0.359072162107141	0.601364050010971	0	0	0
LOC_Os01g52050	0.907781834458247	0.0637917534238776	0.841825598885081	0	1	0
LOC_Os06g05180	0.231061582032943	0.246045767387243	0.322954648205782	0	0	0
LOC_Os02g45940	0.598033618813207	0.117520203051642	0.313669421392574	0	0	0
LOC_Os06g06880	0.637760859023955	0.223898661948813	0.338674228019247	0	0	0
LOC_Os10g06760	0.912184493605259	0.0677618777568496	0.891120394233744	0	1	0
LOC_Os01g23620	0.457397688277295	0.27325797240771	0.623776101508848	0	0	0
LOC_Os02g39700	0.559790352896889	0.125435922221547	0.612284312126699	0	0	0
LOC_Os01g43540	0.882862758571285	0.398322922735043	0.933055131818202	0	0	0
LOC_Os01g49529	0.173089886809593	0.408694867482697	0.425788432726721	0	0	0
LOC_Os02g09960	0.200451210509238	0.164727432544384	0.800145578854382	0	0	0
LOC_Os03g08640	0.552818965354225	0.0225871306530887	0.429835015579452	0	1	0
LOC_Os10g38920	0.332084173183757	0.171049359901328	0.225720565377417	0	0	0
LOC_Os01g15310	0.915573730568363	0.0404188442908354	0.0755257172912934	0	1	1
LOC_Os12g38110	0.706998358429308	0.219617385509367	0.374273190145039	0	0	0
LOC_Os10g39120	0.604865915675182	0.228639378767433	0.809962335643078	0	0	0
LOC_Os09g33810	0.451274140053181	0.100568803834142	0.537784183858195	0	0	0
LOC_Os01g61810	0.430886433613118	0.0335097062070399	0.691378178103855	0	1	0
LOC_Os06g45350	0.180316482107674	0.0985439956508613	0.25200149188187	0	1	0
